gene_id,Pheno,GeneEff,colors,scoreType,score,timeOrder
DNM2,Affected,splice_region,blue,ExACpLI,0.9999686,5
DNM2,Affected,synonymous,blue,ExACpLI,0.9999686,5
DNM2,Affected,synonymous,blue,ExACpLI,0.9999686,5
DNM2,Affected,missense,blue,ExACpLI,0.9999686,5
SMARCA4,Affected,missense,blue,ExACpLI,1,5
SMARCA4,Affected,missense,blue,ExACpLI,1,5
SMARCA4,Affected,missense,blue,ExACpLI,1,5
SMARCA4,Affected,synonymous,blue,ExACpLI,1,5
SMARCA4,Affected,missense,blue,ExACpLI,1,5
SMARCA4,Affected,missense,blue,ExACpLI,1,5
SMARCA4,Affected,missense,blue,ExACpLI,1,5
SMARCA4,Affected,synonymous,blue,ExACpLI,1,5
PRKCSH,Affected,missense,black,ExACpLI,0.14078924,3
ELAVL3,Affected,synonymous,blue,ExACpLI,0.82260257,5
ELAVL3,Affected,missense,blue,ExACpLI,0.82260257,5
ELAVL3,Affected,missense,blue,ExACpLI,0.82260257,5
TNPO2,Affected,synonymous,tan,ExACpLI,0.9998859,6
TNPO2,Affected,missense,tan,ExACpLI,0.9998859,6
TNPO2,Affected,missense,tan,ExACpLI,0.9998859,6
TNPO2,Affected,missense,tan,ExACpLI,0.9998859,6
TNPO2,Affected,synonymous,tan,ExACpLI,0.9998859,6
TNPO2,Affected,synonymous,tan,ExACpLI,0.9998859,6
RNASEH2A,Affected,missense,greenyellow,ExACpLI,0.050079133,2
RNASEH2A,Affected,missense,greenyellow,ExACpLI,0.050079133,2
FARSA,Affected,synonymous,blue,ExACpLI,0.004050721,5
FARSA,Unaffected,synonymous,blue,ExACpLI,0.004050721,5
FARSA,Affected,synonymous,blue,ExACpLI,0.004050721,5
NFIX,Affected,missense,greenyellow,ExACpLI,0.9890665,2
NACC1,Affected,splice_donor,greenyellow,ExACpLI,0.9649469,2
NACC1,Affected,missense,greenyellow,ExACpLI,0.9649469,2
MRI1,Affected,synonymous,tan,ExACpLI,0.000533201,6
CASP14,Affected,synonymous,black,ExACpLI,0.001233881,3
AP1M1,Affected,frameshift,greenyellow,ExACpLI,0.8423497,2
AP1M1,Affected,missense,greenyellow,ExACpLI,0.8423497,2
CHERP,Affected,missense,greenyellow,ExACpLI,0.9999884,2
CHERP,Affected,synonymous,greenyellow,ExACpLI,0.9999884,2
CHERP,Affected,synonymous,greenyellow,ExACpLI,0.9999884,2
CHERP,Affected,missense,greenyellow,ExACpLI,0.9999884,2
JAK3,Affected,synonymous,greenyellow,ExACpLI,0.9958638,2
JAK3,Unaffected,synonymous,greenyellow,ExACpLI,0.9958638,2
CCDC124,Affected,inframe_deletion,tan,ExACpLI,0.316957,6
ISYNA1,Unaffected,synonymous,black,ExACpLI,0.0026393,3
ISYNA1,Affected,missense,black,ExACpLI,0.0026393,3
UPF1,Unaffected,missense,tan,ExACpLI,0.9999261,6
UPF1,Affected,synonymous,tan,ExACpLI,0.9999261,6
UPF1,Affected,missense,tan,ExACpLI,0.9999261,6
UPF1,Affected,missense,tan,ExACpLI,0.9999261,6
UPF1,Affected,missense,tan,ExACpLI,0.9999261,6
UPF1,Affected,missense,tan,ExACpLI,0.9999261,6
UPF1,Affected,missense,tan,ExACpLI,0.9999261,6
UPF1,Affected,synonymous,tan,ExACpLI,0.9999261,6
UPF1,Affected,synonymous,tan,ExACpLI,0.9999261,6
SUGP2,Affected,missense,yellow,ExACpLI,0.9993669,4
GATAD2A,Affected,missense,greenyellow,ExACpLI,0.9953628,2
GATAD2A,Affected,missense,greenyellow,ExACpLI,0.9953628,2
NDUFA13,Affected,missense,black,ExACpLI,0.000121027,3
ZNF676,Affected,missense,greenyellow,ExACpLI,1.69E-06,2
PEPD,Unaffected,missense,tan,ExACpLI,0.014507135,6
PEPD,Affected,missense,tan,ExACpLI,0.014507135,6
PEPD,Affected,missense,tan,ExACpLI,0.014507135,6
PEPD,Affected,synonymous,tan,ExACpLI,0.014507135,6
GPI,Affected,synonymous,yellow,ExACpLI,0.001581452,4
GPI,Unaffected,synonymous,yellow,ExACpLI,0.001581452,4
UBA2,Affected,missense,black,ExACpLI,0.9996732,3
SBSN,Unaffected,missense,greenyellow,ExACpLI,0.035145283,2
SBSN,Affected,missense,greenyellow,ExACpLI,0.035145283,2
SBSN,Affected,missense,greenyellow,ExACpLI,0.035145283,2
SBSN,Unaffected,missense,greenyellow,ExACpLI,0.035145283,2
TBCB,Affected,missense,yellow,ExACpLI,0.4055218,4
TBCB,Unaffected,synonymous,yellow,ExACpLI,0.4055218,4
TBCB,Affected,missense,yellow,ExACpLI,0.4055218,4
CAPNS1,Affected,inframe_insertion,tan,ExACpLI,0.00012438,6
CAPNS1,Affected,missense,tan,ExACpLI,0.00012438,6
PSMD8,Affected,missense,yellow,ExACpLI,0.17615454,4
EIF3K,Unaffected,frameshift,black,ExACpLI,0.002331635,3
EIF3K,Affected,missense,black,ExACpLI,0.002331635,3
EIF3K,Affected,splice_region,black,ExACpLI,0.002331635,3
ACTN4,Affected,synonymous,black,ExACpLI,0.9999898,3
ACTN4,Affected,missense,black,ExACpLI,0.9999898,3
ACTN4,Affected,synonymous,black,ExACpLI,0.9999898,3
ECH1,Unaffected,synonymous,tan,ExACpLI,0.004166427,6
ECH1,Affected,synonymous,tan,ExACpLI,0.004166427,6
HNRNPL,Affected,splice_region,greenyellow,ExACpLI,0.9450686,2
HNRNPL,Affected,missense,greenyellow,ExACpLI,0.9450686,2
HNRNPL,Affected,frameshift,greenyellow,ExACpLI,0.9450686,2
NCCRP1,Affected,synonymous,greenyellow,ExACpLI,0.000145564,2
NCCRP1,Affected,frameshift,greenyellow,ExACpLI,0.000145564,2
NCCRP1,Unaffected,missense,greenyellow,ExACpLI,0.000145564,2
PSMC4,Affected,missense,blue,ExACpLI,0.6059765,5
PSMC4,Affected,missense,blue,ExACpLI,0.6059765,5
PSMC4,Unaffected,missense,blue,ExACpLI,0.6059765,5
SNRPA,Unaffected,synonymous,yellow,ExACpLI,0.060279448,4
SNRPA,Affected,missense,yellow,ExACpLI,0.060279448,4
HNRNPUL1,Affected,synonymous,black,ExACpLI,0.99984753,3
HNRNPUL1,Affected,synonymous,black,ExACpLI,0.99984753,3
HNRNPUL1,Affected,missense,black,ExACpLI,0.99984753,3
PAFAH1B3,Affected,missense,blue,ExACpLI,0.021057919,5
PSG4,Affected,splice_region,tan,ExACpLI,7.90E-10,6
LYPD3,Unaffected,missense,greenyellow,ExACpLI,9.93E-09,2
ZNF428,Affected,synonymous,greenyellow,ExACpLI,0.72027546,2
TOMM40,Affected,missense,tan,ExACpLI,0.96368235,6
TOMM40,Affected,synonymous,tan,ExACpLI,0.96368235,6
AP2S1,Affected,missense,tan,ExACpLI,0.919496,6
AP2S1,Affected,missense,tan,ExACpLI,0.919496,6
AP2S1,Affected,missense,tan,ExACpLI,0.919496,6
ZC3H4,Affected,synonymous,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,missense,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,missense,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,missense,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,missense,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,protein_altering,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,missense,blue,ExACpLI,0.99999976,5
ZC3H4,Affected,missense,blue,ExACpLI,0.99999976,5
SAE1,Affected,inframe_deletion,black,ExACpLI,0.9889524,3
NAPA,Affected,missense,blue,ExACpLI,0.9746552,5
SULT2B1,Affected,synonymous,greenyellow,ExACpLI,0.827919,2
SULT2B1,Affected,missense,greenyellow,ExACpLI,0.827919,2
RPL18,Unaffected,synonymous,black,ExACpLI,0.5547812,3
NUCB1,Affected,missense,tan,ExACpLI,4.17E-05,6
RUVBL2,Affected,splice_region,yellow,ExACpLI,0.9991101,4
RUVBL2,Affected,splice_region,yellow,ExACpLI,0.9991101,4
SNRNP70,Affected,missense,yellow,ExACpLI,0.9930951,4
RPL13A,Affected,missense,black,ExACpLI,0.63382834,3
RPL13A,Affected,synonymous,black,ExACpLI,0.63382834,3
PRMT1,Unaffected,missense,black,ExACpLI,0.9935878,3
PRMT1,Affected,missense,black,ExACpLI,0.9935878,3
AP2A1,Affected,synonymous,blue,ExACpLI,0.9998473,5
AP2A1,Unaffected,missense,blue,ExACpLI,0.9998473,5
AP2A1,Unaffected,synonymous,blue,ExACpLI,0.9998473,5
NUP62,Affected,missense,tan,ExACpLI,0.8043942,6
NUP62,Affected,synonymous,tan,ExACpLI,0.8043942,6
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Affected,missense,greenyellow,ExACpLI,0.99984795,2
MYH14,Unaffected,missense,greenyellow,ExACpLI,0.99984795,2
POLD1,Affected,synonymous,tan,ExACpLI,0.001807011,6
POLD1,Affected,missense,tan,ExACpLI,0.001807011,6
POLD1,Unaffected,missense,tan,ExACpLI,0.001807011,6
POLD1,Affected,missense,tan,ExACpLI,0.001807011,6
POLD1,Unaffected,synonymous,tan,ExACpLI,0.001807011,6
POLD1,Affected,missense,tan,ExACpLI,0.001807011,6
ETFB,Affected,stop_gained,tan,ExACpLI,0.003716163,6
ETFB,Affected,splice_region,tan,ExACpLI,0.003716163,6
ETFB,Affected,missense,tan,ExACpLI,0.003716163,6
PPP2R1A,Affected,synonymous,yellow,ExACpLI,0.7196038,4
PPP2R1A,Affected,missense,yellow,ExACpLI,0.7196038,4
PPP2R1A,Affected,synonymous,yellow,ExACpLI,0.7196038,4
PPP2R1A,Unaffected,missense,yellow,ExACpLI,0.7196038,4
PRPF31,Affected,splice_region,greenyellow,ExACpLI,0.9680455,2
MBOAT7,Affected,synonymous,tan,ExACpLI,0.04631959,6
RPS9,Affected,missense,black,ExACpLI,0.78713155,3
EPS8L1,Affected,synonymous,greenyellow,ExACpLI,2.75E-08,2
EPS8L1,Affected,missense,greenyellow,ExACpLI,2.75E-08,2
HSPBP1,Unaffected,synonymous,blue,ExACpLI,0.009480862,5
HSPBP1,Affected,missense,blue,ExACpLI,0.009480862,5
RPL28,Affected,missense,black,ExACpLI,0.67103845,3
RPS5,Affected,missense,black,ExACpLI,0.9031781,3
TRIM28,Unaffected,synonymous,magenta,ExACpLI,0.999902,1
TRIM28,Affected,missense,magenta,ExACpLI,0.999902,1
TRIM28,Affected,missense,magenta,ExACpLI,0.999902,1
TRIM28,Unaffected,missense,magenta,ExACpLI,0.999902,1
TRIM28,Affected,missense,magenta,ExACpLI,0.999902,1
TRIM28,Affected,missense,magenta,ExACpLI,0.999902,1
CHMP2A,Affected,missense,tan,ExACpLI,0.90623915,6
CHMP2A,Affected,splice_region,tan,ExACpLI,0.90623915,6
NSFL1C,Unaffected,missense,yellow,ExACpLI,0.15936212,4
NSFL1C,Affected,missense,yellow,ExACpLI,0.15936212,4
SIRPA,Affected,missense,greenyellow,ExACpLI,0.13772081,2
TGM3,Affected,missense,tan,ExACpLI,9.87E-06,6
TGM3,Affected,missense,tan,ExACpLI,9.87E-06,6
TGM3,Unaffected,synonymous,tan,ExACpLI,9.87E-06,6
TGM3,Affected,synonymous,tan,ExACpLI,9.87E-06,6
TGM3,Unaffected,missense,tan,ExACpLI,9.87E-06,6
NOP56,Affected,inframe_deletion,blue,ExACpLI,0.9732568,5
FLRT3,Affected,missense,greenyellow,ExACpLI,0.9883946,2
FLRT3,Affected,missense,greenyellow,ExACpLI,0.9883946,2
SEC23B,Unaffected,splice_region,tan,ExACpLI,6.86E-14,6
SEC23B,Affected,splice_region,tan,ExACpLI,6.86E-14,6
DTD1,Affected,missense,blue,ExACpLI,0.29021287,5
XRN2,Affected,missense,blue,ExACpLI,0.8131702,5
APMAP,Unaffected,missense,yellow,ExACpLI,2.36E-07,4
APMAP,Affected,splice_donor,yellow,ExACpLI,2.36E-07,4
TPX2,Affected,missense,black,ExACpLI,0.9921242,3
TPX2,Affected,synonymous,black,ExACpLI,0.9921242,3
TPX2,Affected,missense,black,ExACpLI,0.9921242,3
TPX2,Affected,synonymous,black,ExACpLI,0.9921242,3
TM9SF4,Unaffected,missense,tan,ExACpLI,0.9999708,6
TM9SF4,Affected,missense,tan,ExACpLI,0.9999708,6
TM9SF4,Affected,synonymous,tan,ExACpLI,0.9999708,6
BPIFA1,Affected,stop_gained,greenyellow,ExACpLI,3.60E-05,2
RALY,Affected,synonymous,black,ExACpLI,0.55457383,3
DYNLRB1,Unaffected,missense,black,ExACpLI,0.84280276,3
DYNLRB1,Affected,missense,black,ExACpLI,0.84280276,3
GSS,Affected,missense,blue,ExACpLI,0.022518683,5
GSS,Affected,missense,blue,ExACpLI,0.022518683,5
GSS,Affected,missense,blue,ExACpLI,0.022518683,5
EIF6,Affected,frameshift,black,ExACpLI,0.7819429,3
CPNE1,Affected,missense,yellow,ExACpLI,3.87E-07,4
CPNE1,Affected,missense,yellow,ExACpLI,3.87E-07,4
CPNE1,Affected,missense,yellow,ExACpLI,3.87E-07,4
RBM12,Unaffected,missense,blue,ExACpLI,0.47467393,5
RBM12,Affected,inframe_deletion,blue,ExACpLI,0.47467393,5
RBM12,Affected,synonymous,blue,ExACpLI,0.47467393,5
RBM12,Affected,missense,blue,ExACpLI,0.47467393,5
RBM12,Unaffected,frameshift,blue,ExACpLI,0.47467393,5
RBM12,Affected,missense,blue,ExACpLI,0.47467393,5
RBM12,Affected,synonymous,blue,ExACpLI,0.47467393,5
RBM12,Affected,missense,blue,ExACpLI,0.47467393,5
RBM39,Affected,splice_region,yellow,ExACpLI,0.9999969,4
DLGAP4,Affected,synonymous,greenyellow,ExACpLI,0.9919526,2
DLGAP4,Unaffected,missense,greenyellow,ExACpLI,0.9919526,2
DLGAP4,Affected,stop_gained,greenyellow,ExACpLI,0.9919526,2
SOGA1,Affected,missense,black,ExACpLI,0.9975643,3
SOGA1,Affected,missense,black,ExACpLI,0.9975643,3
RPN2,Affected,synonymous,blue,ExACpLI,0.031677343,5
SRC,Unaffected,missense,tan,ExACpLI,0.9889832,6
PLCG1,Affected,missense,greenyellow,ExACpLI,0.76335233,2
PLCG1,Unaffected,missense,greenyellow,ExACpLI,0.76335233,2
PLCG1,Affected,synonymous,greenyellow,ExACpLI,0.76335233,2
PLCG1,Unaffected,frameshift,greenyellow,ExACpLI,0.76335233,2
SRSF6,Unaffected,frameshift,blue,ExACpLI,0.9929764,5
SRSF6,Affected,synonymous,blue,ExACpLI,0.9929764,5
SRSF6,Affected,missense,blue,ExACpLI,0.9929764,5
ADA,Unaffected,missense,greenyellow,ExACpLI,2.83E-09,2
ADA,Affected,splice_donor,greenyellow,ExACpLI,2.83E-09,2
YWHAB,Affected,synonymous,greenyellow,ExACpLI,0.93836087,2
SEMG1,Unaffected,splice_region,greenyellow,ExACpLI,1.94E-14,2
NCOA5,Affected,missense,greenyellow,ExACpLI,0.9968001,2
NCOA5,Affected,missense,greenyellow,ExACpLI,0.9968001,2
NCOA5,Unaffected,missense,greenyellow,ExACpLI,0.9968001,2
NCOA5,Affected,missense,greenyellow,ExACpLI,0.9968001,2
CSE1L,Affected,missense,black,ExACpLI,0.9999816,3
CSE1L,Affected,missense,black,ExACpLI,0.9999816,3
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,synonymous,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,missense,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,missense,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,missense,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,missense,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,frameshift,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,stop_gained,greenyellow,ExACpLI,0.9989041,2
ADNP,Affected,missense,greenyellow,ExACpLI,0.9989041,2
GNAS,Unaffected,missense,blue,ExACpLI,0.9995401,5
GNAS,Unaffected,missense,blue,ExACpLI,0.9995401,5
GNAS,Affected,missense,blue,ExACpLI,0.9995401,5
GNAS,Affected,missense,blue,ExACpLI,0.9995401,5
GNAS,Affected,missense,blue,ExACpLI,0.9995401,5
GNAS,Affected,missense,blue,ExACpLI,0.9995401,5
NELFCD,Affected,missense,greenyellow,ExACpLI,0.20597781,2
NELFCD,Unaffected,synonymous,greenyellow,ExACpLI,0.20597781,2
PSMA7,Unaffected,frameshift,yellow,ExACpLI,0.96575147,4
PSMA7,Unaffected,stop_gained,yellow,ExACpLI,0.96575147,4
DIDO1,Affected,missense,greenyellow,ExACpLI,0.99999076,2
DIDO1,Affected,missense,greenyellow,ExACpLI,0.99999076,2
DIDO1,Affected,missense,greenyellow,ExACpLI,0.99999076,2
DIDO1,Affected,missense,greenyellow,ExACpLI,0.99999076,2
DIDO1,Affected,synonymous,greenyellow,ExACpLI,0.99999076,2
EEF1A2,Affected,missense,blue,ExACpLI,0.9641315,5
EEF1A2,Affected,missense,blue,ExACpLI,0.9641315,5
EEF1A2,Affected,synonymous,blue,ExACpLI,0.9641315,5
EEF1A2,Affected,missense,blue,ExACpLI,0.9641315,5
EEF1A2,Affected,synonymous,blue,ExACpLI,0.9641315,5
HELZ2,Affected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,synonymous,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,synonymous,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,frameshift,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,frameshift,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Unaffected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,synonymous,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,synonymous,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Unaffected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,synonymous,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,missense,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Affected,synonymous,greenyellow,ExACpLI,1.26E-09,2
HELZ2,Unaffected,missense,greenyellow,ExACpLI,1.26E-09,2
PRPF6,Affected,missense,black,ExACpLI,0.28083178,3
PRPF6,Affected,missense,black,ExACpLI,0.28083178,3
PRPF6,Affected,missense,black,ExACpLI,0.28083178,3
PRPF6,Affected,synonymous,black,ExACpLI,0.28083178,3
PRPF6,Unaffected,missense,black,ExACpLI,0.28083178,3
PRPF6,Unaffected,missense,black,ExACpLI,0.28083178,3
PRPF6,Affected,splice_region,black,ExACpLI,0.28083178,3
CCT8,Affected,missense,magenta,ExACpLI,0.98279274,1
GART,Unaffected,missense,black,ExACpLI,0.06305613,3
ATP5PO,Affected,synonymous,yellow,ExACpLI,0.43407667,4
U2AF1,Unaffected,missense,yellow,ExACpLI,0.98659563,4
PFKL,Unaffected,missense,yellow,ExACpLI,3.68E-10,4
PFKL,Unaffected,synonymous,yellow,ExACpLI,3.68E-10,4
PFKL,Affected,frameshift,yellow,ExACpLI,3.68E-10,4
LSS,Affected,missense,tan,ExACpLI,0.000604838,6
LSS,Unaffected,stop_gained,tan,ExACpLI,0.000604838,6
SLC25A1,Affected,missense,greenyellow,ExACpLI,0.63353854,2
SLC25A1,Affected,frameshift,greenyellow,ExACpLI,0.63353854,2
COMT,Unaffected,missense,tan,ExACpLI,0.000846658,6
COMT,Affected,missense,tan,ExACpLI,0.000846658,6
COMT,Affected,synonymous,tan,ExACpLI,0.000846658,6
PI4KA,Affected,synonymous,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,missense,greenyellow,ExACpLI,0.000804073,2
PI4KA,Unaffected,synonymous,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,missense,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,missense,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,splice_region,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,missense,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,synonymous,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,missense,greenyellow,ExACpLI,0.000804073,2
PI4KA,Affected,synonymous,greenyellow,ExACpLI,0.000804073,2
CRKL,Unaffected,missense,blue,ExACpLI,0.16345365,5
MAPK1,Affected,synonymous,black,ExACpLI,0.98186606,3
MAPK1,Affected,missense,black,ExACpLI,0.98186606,3
MAPK1,Unaffected,synonymous,black,ExACpLI,0.98186606,3
MIF,Affected,missense,greenyellow,ExACpLI,0.032484222,2
PITPNB,Unaffected,synonymous,tan,ExACpLI,0.97444504,6
EWSR1,Affected,splice_region,yellow,ExACpLI,0.99855924,4
EWSR1,Affected,synonymous,yellow,ExACpLI,0.99855924,4
EWSR1,Affected,synonymous,yellow,ExACpLI,0.99855924,4
EWSR1,Unaffected,missense,yellow,ExACpLI,0.99855924,4
AP1B1,Affected,stop_gained,tan,ExACpLI,0.9915831,6
AP1B1,Affected,synonymous,tan,ExACpLI,0.9915831,6
AP1B1,Unaffected,splice_region,tan,ExACpLI,0.9915831,6
AP1B1,Affected,synonymous,tan,ExACpLI,0.9915831,6
AP1B1,Affected,synonymous,tan,ExACpLI,0.9915831,6
AP1B1,Affected,synonymous,tan,ExACpLI,0.9915831,6
AP1B1,Unaffected,missense,tan,ExACpLI,0.9915831,6
NIPSNAP1,Affected,missense,blue,ExACpLI,0.979279,5
SEC14L6,Affected,missense,greenyellow,ExACpLI,0.045916185,2
MORC2,Affected,missense,greenyellow,ExACpLI,0.99996746,2
RTCB,Unaffected,synonymous,yellow,ExACpLI,0.05872923,4
RTCB,Unaffected,missense,yellow,ExACpLI,0.05872923,4
HMOX1,Unaffected,synonymous,greenyellow,ExACpLI,0.000641361,2
MCM5,Unaffected,missense,black,ExACpLI,0.5636925,3
MCM5,Unaffected,synonymous,black,ExACpLI,0.5636925,3
MYH9,Affected,synonymous,yellow,ExACpLI,1,4
MYH9,Affected,missense,yellow,ExACpLI,1,4
MYH9,Affected,missense,yellow,ExACpLI,1,4
MYH9,Affected,synonymous,yellow,ExACpLI,1,4
MYH9,Affected,missense,yellow,ExACpLI,1,4
MYH9,Affected,synonymous,yellow,ExACpLI,1,4
MYH9,Affected,synonymous,yellow,ExACpLI,1,4
MYH9,Affected,missense,yellow,ExACpLI,1,4
MYH9,Affected,synonymous,yellow,ExACpLI,1,4
MYH9,Affected,missense,yellow,ExACpLI,1,4
MYH9,Unaffected,synonymous,yellow,ExACpLI,1,4
MYH9,Unaffected,missense,yellow,ExACpLI,1,4
EIF3D,Affected,missense,tan,ExACpLI,0.994222,6
EIF3D,Affected,missense,tan,ExACpLI,0.994222,6
PICK1,Affected,synonymous,greenyellow,ExACpLI,0.5550692,2
GTPBP1,Affected,missense,greenyellow,ExACpLI,0.9961886,2
GTPBP1,Unaffected,missense,greenyellow,ExACpLI,0.9961886,2
SUN2,Affected,synonymous,blue,ExACpLI,2.41E-07,5
SUN2,Unaffected,missense,blue,ExACpLI,2.41E-07,5
SUN2,Affected,synonymous,blue,ExACpLI,2.41E-07,5
SUN2,Affected,missense,blue,ExACpLI,2.41E-07,5
RPL3,Unaffected,synonymous,black,ExACpLI,0.99425197,3
RANGAP1,Affected,missense,black,ExACpLI,0.13271873,3
RANGAP1,Affected,missense,black,ExACpLI,0.13271873,3
ACO2,Affected,missense,yellow,ExACpLI,0.45437777,4
ACO2,Affected,missense,yellow,ExACpLI,0.45437777,4
ACO2,Affected,missense,yellow,ExACpLI,0.45437777,4
ACO2,Affected,missense,yellow,ExACpLI,0.45437777,4
ACO2,Unaffected,missense,yellow,ExACpLI,0.45437777,4
CYB5R3,Affected,missense,black,ExACpLI,0.2108671,3
CYB5R3,Affected,synonymous,black,ExACpLI,0.2108671,3
TTLL12,Affected,missense,tan,ExACpLI,1.99E-15,6
TTLL12,Affected,missense,tan,ExACpLI,1.99E-15,6
SAMM50,Unaffected,stop_gained,tan,ExACpLI,0.000727115,6
ATXN10,Affected,missense,greenyellow,ExACpLI,0.7451629,2
PLXNB2,Affected,synonymous,tan,ExACpLI,0.99286246,6
PLXNB2,Affected,synonymous,tan,ExACpLI,0.99286246,6
PLXNB2,Affected,missense,tan,ExACpLI,0.99286246,6
PLXNB2,Unaffected,missense,tan,ExACpLI,0.99286246,6
PLXNB2,Unaffected,synonymous,tan,ExACpLI,0.99286246,6
SLC25A6,Unaffected,missense,black,ExACpLI,0.0669197,3
SLC25A6,Affected,synonymous,black,ExACpLI,0.0669197,3
SLC25A6,Affected,frameshift,black,ExACpLI,0.0669197,3
SLC25A6,Affected,stop_gained,black,ExACpLI,0.0669197,3
ASB11,Affected,missense,greenyellow,ExACpLI,0.15540901,2
RBBP7,Affected,missense,black,ExACpLI,0.98329425,3
PRDX4,Affected,missense,black,ExACpLI,0.28150785,3
DDX3X,Affected,missense,black,ExACpLI,0.99893004,3
DDX3X,Affected,frameshift,black,ExACpLI,0.99893004,3
DDX3X,Affected,missense,black,ExACpLI,0.99893004,3
DDX3X,Affected,missense,black,ExACpLI,0.99893004,3
DDX3X,Affected,splice_acceptor,black,ExACpLI,0.99893004,3
DDX3X,Affected,frameshift,black,ExACpLI,0.99893004,3
DDX3X,Affected,missense,black,ExACpLI,0.99893004,3
DDX3X,Affected,missense,black,ExACpLI,0.99893004,3
DDX3X,Affected,inframe_deletion,black,ExACpLI,0.99893004,3
DDX3X,Unaffected,synonymous,black,ExACpLI,0.99893004,3
RBM10,Affected,missense,greenyellow,ExACpLI,0.9999122,2
UBA1,Affected,missense,yellow,ExACpLI,0.99999076,4
SMC1A,Affected,missense,black,ExACpLI,0.9999885,3
SMC1A,Affected,missense,black,ExACpLI,0.9999885,3
