Gene name	Mouse gene name	Mouse homology type	dN with Mouse	dS with Mouse	Mouse orthology confidence [0 low, 1 high]
DNM2	Dnm2	ortholog_one2one	0.0161	0.9032	1
GHET1					
AL499602.1					
AL359672.1					
AL137847.3					
AC012358.4					
AL021408.1					
AL137847.1					
AL670379.11					
AL021408.2					
LAMA4	Lama4	ortholog_one2one	0.0611	0.5291	1
AC138647.1	Gm6569	ortholog_one2one	0.1608	0.8989	1
CLEC2D	Clec2g	ortholog_one2many	0.6989	2.6025	0
CLEC2D	Clec2e	ortholog_one2many	0.6583	2.0078	0
CLEC2D	Clec2h	ortholog_one2many	0.611	1.7629	0
CLEC2D	Clec2d	ortholog_one2many	0.6795	2.6921	0
CLEC2D	Clec2i	ortholog_one2many	0.788	2.5993	0
IL1RN	Il1rn	ortholog_one2one	0.1643	0.7937	1
ADRA2B	Adra2b	ortholog_one2one	0.0839	0.6976	1
AL356320.2					
CT47A5					
AL358473.2					
ASTL	Astl	ortholog_one2one	0.2185	0.727	1
AC104793.1					
APTR					
LRRC73	Lrrc73	ortholog_one2one	0.0058	0.3194	1
AC023136.1					
AC027124.1					
CACNA1S	Cacna1s	ortholog_one2one	0.038	0.6513	1
PRORSD1P					
AL670379.7					
AC008635.2					
AC009967.2					
AC008622.2					
PA2G4P6					
AC025839.1					
AL590233.1					
CLPTM1L	Clptm1l	ortholog_one2one	0.0355	0.6735	1
ARPC1A	Arpc1a	ortholog_one2one	0.0074	0.4784	1
AC005730.2					
AL355802.3					
CT47A4					
STRN4	Strn4	ortholog_one2one	0.0261	0.6442	1
YIPF3	Yipf3	ortholog_one2one	0.0147	0.5569	1
AC104417.1					
AC117489.1					
AL670379.8					
PDZRN3-AS1					
MYOCOS					
BHLHE23	Bhlhe23	ortholog_one2one	0.0756	1.6274	1
AC090192.2					
AC104417.2					
AC103758.1					
YWHAQP5					
TRPT1	Trpt1	ortholog_one2one	0.0987	0.4182	1
AC093698.1					
SALL4P6					
MYOC	Myoc	ortholog_one2one	0.1035	0.6551	1
CT47A3					
EIF4BP4					
MGAT4A	Mgat4a	ortholog_one2one	0.0319	0.7075	1
FOXN3P1					
CCDC88A	Ccdc88a	ortholog_one2one	0.0254	0.3998	1
AC090192.1					
CD82	Cd82	ortholog_one2one	0.1224	1.3386	1
AL929091.1					
LINC00051					
AC060764.1					
AL670379.5					
CAPN3	Capn3	ortholog_one2one	0.031	0.4512	1
RPL12P17					
AL139240.1					
CT47A2					
RPL7AP51					
AC007738.1					
KRT18P16					
CASP3	Casp3	ortholog_one2one	0.0743	0.7831	1
LRRTM3	Lrrtm3	ortholog_one2one	0.011	0.4146	1
RPL5P23					
VPS28	Vps28	ortholog_one2one	0.1182	1.8237	1
AL670379.3					
AL607023.1					
ANXA2P1					
GDPD1	Gdpd1	ortholog_one2one	0.0452	0.4803	1
CTNNA3	Ctnna3	ortholog_one2one	0.0314	0.5845	1
CT47A1					
AL023583.1					
ISM2	Ism2	ortholog_one2one	0.2004	0.8383	1
AL670379.1					
AL121916.1					
AC006144.1					
GLUD2	Glud1	ortholog_one2many	0.0329	0.3033	1
RAPGEF1	Rapgef1	ortholog_one2one	0.0438	0.6023	1
AL596325.2					
AC006144.2					
UAP1	Uap1	ortholog_one2one	0.0337	0.4526	1
HSPA8P1					
HDAC11-AS1					
AC002377.1					
PRDM9	Zfp78	ortholog_many2many	0.6647	3.7442	0
B4GALT5	B4galt5	ortholog_one2one	0.0231	0.6317	1
HDAC11	Hdac11	ortholog_one2one	0.0398	0.7085	1
AC022017.1					
S100A13	S100a13	ortholog_one2one	0.0906	0.9634	1
LINC00029					
HNRNPFP1					
REV3L-IT1					
AL158216.1					
AL080317.2					
LINC01056					
AL136310.1					
AL080317.1					
LINC01749					
COG2	Cog2	ortholog_one2one	0.0827	0.8704	1
Z97989.1					
HMGB1P29					
AC109445.1					
LINC01170					
FCF1P5					
BRD7P4					
AL162258.1					
MFSD4B	Mfsd4b5	ortholog_one2many	0.1898	0.7326	1
MFSD4B	Mfsd4b1	ortholog_one2many	0.1568	0.7254	1
MFSD4B	Mfsd4b4	ortholog_one2many	0.1811	0.7069	1
AP000552.2					
AC016556.1					
FAM230H					
PSMG1	Psmg1	ortholog_one2one	0.0842	0.7695	1
CRYGEP					
AC010729.2					
AC074389.2					
SOX11	Sox11	ortholog_one2one	0.0533	1.0932	1
SIGLEC16					
CHTOP	Chtop	ortholog_one2one	0.0041	0.085	1
TMEM65	Tmem65	ortholog_one2one	0.0353	0.2765	1
HSPB1P2					
AC114492.1					
FERMT3	Fermt3	ortholog_one2one			1
SDR42E2	Gm5737	ortholog_one2one	0.082	0.6103	1
AC025465.2					
AC243960.12					
AC025465.4					
AC243960.10					
AC010729.1					
AC009019.2					
CRYGD					
AC079601.3					
AC025465.3					
LINC01810					
RPS4XP2					
AC092832.2					
AC025465.1					
TRMT12	Trmt12	ortholog_one2one	0.1179	0.5179	1
FAM3C2					
PDCL2P1					
GUCA2B	Guca2b	ortholog_one2one	0.2167	1.1054	1
AC004470.2					
KLF13	Klf13	ortholog_one2one	0.034	0.6958	1
TRAF3IP2-AS1					
AC004470.1					
TLR5	Tlr5	ortholog_one2one	0.1974	0.7094	1
DDX53					
GUCA2A	Guca2a	ortholog_one2one	0.2269	0.6642	1
METTL15P3					
AC092832.1					
CBLL2					
POLR1C	Polr1c	ortholog_one2one	0.0289	0.7166	1
UBE2CP4					
PGA4					
AC007068.1					
AL162258.2					
AL158214.2					
CRYGC	Crygc	ortholog_one2one			1
MRPL35P1					
SPTLC2	Sptlc2	ortholog_one2one	0.0167	0.3822	1
S100A1	S100a1	ortholog_one2one	0.0295	0.7368	1
TPT1P13					
RNF182	Rnf182	ortholog_one2one	0.0074	0.6429	1
OCIAD1-AS1					
AL359851.1					
REV3L	Rev3l	ortholog_one2one	0.07	0.4106	1
AL441985.1					
AC092807.2					
RNF139-AS1					
AC074389.1					
AL357562.1					
AC090286.3					
AL009172.1					
CXXC1P1					
AL513487.1					
ELFN1	Elfn1	ortholog_one2one	0.0607	1.3323	1
AC093698.2					
RO60	Ro60	ortholog_one2one	0.0546	0.6672	1
ELFN1-AS1					
AC010768.2					
SETP20					
RAI1	Rai1	ortholog_one2one	0.0858	0.7438	1
AC010768.1					
CDC42P4					
AL159174.1					
AC074389.3					
GTSF1	Gtsf1	ortholog_one2one	0.0449	0.3472	1
NXF4					
ZC3H7A	Zc3h7a	ortholog_one2one	0.0746	0.4463	1
PDLIM5	Pdlim5	ortholog_one2one	0.0862	0.5566	1
ZSWIM3	Zswim3	ortholog_one2one	0.1071	0.4943	1
LYRM2	Lyrm2	ortholog_one2one	0.0572	0.8944	1
DNAJC4	Dnajc4	ortholog_one2one	0.2384	0.8599	1
PRPSAP2	Prpsap2	ortholog_one2one	0.005	0.454	1
LYZL4	Lyzl4	ortholog_one2one	0.1991	0.6604	1
SPI1	Spi1	ortholog_one2one	0.0558	0.7641	1
PIWIL2	Piwil2	ortholog_one2one	0.0635	0.5273	1
AC104759.1					
ZSWIM1	Zswim1	ortholog_one2one	0.0783	0.7222	1
SAP18	Sap18	ortholog_one2many	0.0105	0.5005	1
SAP18	Sap18b	ortholog_one2many	0.0105	0.5005	0
AC108103.1					
NFS1	Nfs1	ortholog_one2many	0.0399	0.5384	1
AC012513.2					
SLC38A2	Slc38a2	ortholog_one2one	0.0611	0.8071	1
LINC00644					
XRCC5	Xrcc5	ortholog_one2one	0.1278	0.3922	1
AL390816.3					
PRNP	Prnp	ortholog_one2one	0.051	0.7441	1
AL359979.2					
SPATA25	Spata25	ortholog_one2one	0.1157	0.343	1
RAI1-AS1					
KRT126P					
SMCR5					
AL389895.1					
MCUB	Mcub	ortholog_one2one	0.1631	0.6796	1
AC122129.2					
PGA5					
KRT125P					
AC055716.2					
AC108725.1					
MPEG1	Mpeg1	ortholog_one2many	0.1506	0.6469	1
MPEG1	Pfpl	ortholog_one2many	0.2602	0.7731	1
AC055716.1					
PPP1R26P5					
LINC01154					
SREBF1	Srebf1	ortholog_one2one	0.107	0.7519	1
BTBD10P1					
GPR84					
AC004801.7					
DTX4	Dtx4	ortholog_one2one	0.0307	0.616	1
RGS8	Rgs8	ortholog_one2one	0.0179	0.564	1
AC084879.2					
KRT127P					
MRPL32P1					
PDIA4	Pdia4	ortholog_one2one	0.0597	0.5532	1
AC010342.1					
ABHD17A	Abhd17a	ortholog_one2one	0.0337	1.0059	1
AC004067.1					
AC114930.1					
ARL2BPP2					
AC079313.1					
C5orf17					
CASP6	Casp6	ortholog_one2one	0.0587	0.71	1
ZNF385A	Zfp385a	ortholog_one2one	0.0176	0.2966	1
ANKRD6	Ankrd6	ortholog_one2one	0.0763	0.5316	1
AC084879.3					
AC026784.2					
GLYCTK	Glyctk	ortholog_one2one	0.0944	0.652	1
LINC02005					
LINC01651					
ABCB10P1					
AP000552.6	B830017H08Rik	ortholog_one2many	0.1468	1.2284	1
AC116165.4					
AC013470.4					
AC116165.5					
AP000552.1					
AC242376.1					
MGAM2					
AC011933.4					
SLC1A5	Slc1a5	ortholog_one2one	0.1061	1.1039	1
GRB2	Grb2	ortholog_one2one	0.002	0.4358	1
HIGD1AP14					
GLYCTK-AS1					
CDC42P5					
CREBRF	Crebrf	ortholog_one2one	0.0284	0.4645	1
WDR82	Wdr82	ortholog_one2one	0	0	1
KLK14	Klk14	ortholog_one2one	0.1678	0.8981	1
DCLK1	Dclk1	ortholog_one2one	0.0068	0.4929	1
AC245884.5					
RPEP2					
AL022578.1					
POLHP1					
RPL3P12					
PNMT	Pnmt	ortholog_one2one	0.0939	0.8261	1
AC092047.1					
AC245884.12					
ZBTB46-AS1					
MRRFP1					
AC245884.7					
FCHSD2	Fchsd2	ortholog_one2one	0.0163	0.3407	1
AC245884.2					
AL121845.3					
AC044836.1					
USP16	Usp16	ortholog_one2one	0.0937	0.4961	1
AL359979.1					
AC027250.1					
WASF4P					
AC242376.2					
SNRPGP17					
PGA3					
AC027250.2					
ZNF528					
HMGB3P12					
CRYGB	Crygb	ortholog_one2one	0.0785	0.5124	1
PFN1P1					
EOMES	Eomes	ortholog_one2one	0.0402	0.6065	1
AL121845.2	Lime1	ortholog_one2many	0.2975	0.8934	0
AC236970.1					
COX6B1P1					
SOX17	Sox17	ortholog_one2one	0.072	1.081	1
VENTXP4					
AL121845.1					
AC124798.3					
SDHCP4					
TSNARE1					
AC243960.6					
ZGPAT	Zgpat	ortholog_one2one	0.1146	1.0091	1
CTU1	Ctu1	ortholog_one2one	0.0847	1.4535	1
AC099754.1					
AC245884.6					
VN1R104P					
AC245884.11					
LRRC3B	Lrrc3b	ortholog_one2one	0.0018	0.5148	1
TXN2	Txn2	ortholog_one2one	0.0597	0.6153	1
AC100756.3					
RPL4P3					
LILRA5	Lilrb4a	ortholog_many2many	0.4141	0.7626	0
LILRA5	Lilr4b	ortholog_many2many	0.4186	0.7094	0
LILRA5	Pirb	ortholog_many2many	0.4206	1.0001	0
LILRA5	Gm14548	ortholog_many2many	0.3561	0.7319	0
LILRA5	Pira2	ortholog_many2many	0.346	0.7601	0
LILRA5	Lilra6	ortholog_many2many	0.3727	0.7676	0
LILRA5	Gm15922	ortholog_many2many			0
LILRA5	Gm15448	ortholog_many2many	0.3645	0.8395	0
LILRA5	Lilra5	ortholog_many2many	0.3159	0.8519	0
LILRA5	Gm49339	ortholog_many2many	0.4141	0.7626	0
AC091076.1					
PLTP	Pltp	ortholog_one2one	0.102	0.7622	1
TRMT112P7					
RELB	Relb	ortholog_one2one	0.0535	0.8488	1
SIGLEC18P					
AC243960.9					
AC100756.1					
GNG13	Gng13	ortholog_one2one			1
AC025031.2					
AC011933.1					
PPIAP1					
AC011933.3					
UCHL5	Uchl5	ortholog_one2one	0.0139	0.4647	1
AC011933.2					
AC026803.2					
LINC02047					
AC018475.1					
AC079313.2					
FKRP	Fkrp	ortholog_one2one			1
BPHL	Bphl	ortholog_one2one	0.1018	0.6818	1
AC016930.1					
AKR1B1P2					
ITGA5	Itga5	ortholog_one2one	0.0477	0.484	1
AC093903.1					
AL355802.1					
PIP5KL1	Pip5kl1	ortholog_one2one	0.1617	0.9328	1
AP003037.1					
LILRA4	Lilrb4a	ortholog_many2many	0.5395	1.1504	0
LILRA4	Lilr4b	ortholog_many2many	0.563	1.0949	0
LILRA4	Pirb	ortholog_many2many	0.4032	0.8109	0
LILRA4	Gm14548	ortholog_many2many	0.3645	0.7018	0
LILRA4	Pira2	ortholog_many2many	0.3664	0.7111	0
LILRA4	Lilra6	ortholog_many2many	0.3651	0.7444	0
LILRA4	Gm15922	ortholog_many2many			0
LILRA4	Gm15448	ortholog_many2many	0.3728	0.7448	0
LILRA4	Lilra5	ortholog_many2many	0.4609	1.0945	0
LILRA4	Gm49339	ortholog_many2many	0.5395	1.1504	0
AC099811.5					
AL161945.1					
CHTF18	Chtf18	ortholog_one2one	0.1578	1.4135	1
AL121902.1					
ORM2	Orm3	ortholog_many2many	0.5815	1.1461	0
ORM2	Orm2	ortholog_many2many	0.5361	1.0143	0
ORM2	Orm1	ortholog_many2many	0.4604	1.3057	0
RPL36P1					
AL138787.1					
AL161931.1					
LINC00498					
OR4B1	Olfr1270	ortholog_one2many	0.1056	0.5512	1
OR4B1	Olfr1272	ortholog_one2many	0.1173	0.5395	1
OR4B1	Olfr1273-ps	ortholog_one2many			1
OR4B1	Olfr1271	ortholog_one2many	0.124	0.6755	1
OR4B1	Olfr142	ortholog_one2many	0.1191	0.5708	1
AC098859.1					
STAT5B	Stat5b	ortholog_one2one	0.015	0.5761	1
AC105416.1					
EIF3LP3					
LINC00499					
LINC01688					
AL392083.2					
LINC00200					
AL353778.1					
ORM1	Orm3	ortholog_many2many	0.5706	1.2409	0
ORM1	Orm2	ortholog_many2many	0.4983	1.1617	0
ORM1	Orm1	ortholog_many2many	0.4346	1.3813	0
GTF3C5	Gtf3c5	ortholog_one2one	0.0757	0.7923	1
AL109827.1	Nfs1	ortholog_one2many	0.1164	0.9718	0
PRR22	Prr22	ortholog_one2one	0.2864	1.732	1
AL392083.1					
SSB	Ssb	ortholog_one2one	0.1011	0.5855	1
PRND	Prnd	ortholog_one2many			1
PRND	Prn	ortholog_one2many			1
AL391097.1					
AL513304.1					
AL391097.2					
AL391097.3					
RPL37P18					
ROMO1	Romo1	ortholog_one2one	0	0	1
ADARB2	Adarb2	ortholog_one2one	0.0843	1.2001	1
ELOBP4					
AL022396.1					
TSHZ2	Tshz2	ortholog_one2one	0.0465	0.6647	1
DUS3L	Dus3l	ortholog_one2many	0.0949	1.5568	1
RIMBP3B	Rimbp3	ortholog_one2many	0.2466	0.7382	1
ARPP21-AS1					
LAMA4-AS1					
KRT76	Krt76	ortholog_one2one	0.1025	0.5683	1
PPP2R2A	Ppp2r2a	ortholog_one2one	0.0022	0.3294	1
OR6X1	Olfr986	ortholog_one2one	0.0815	0.5761	1
PPIAP10					
AL031963.1					
PARD3	Pard3	ortholog_one2one	0.0422	0.7178	1
AL354993.2					
AL512328.1					
LINC00500					
OR6M1					
AL365214.1					
AC107016.2					
Z99289.2					
AC026951.1					
ARPP21	Arpp21	ortholog_one2one	0.07	0.469	1
AL109930.1					
AC026748.3					
OTUD7A	Otud7a	ortholog_one2one	0.0347	0.6857	1
AL354993.1					
KRT3					
OR6M2P					
BTBD18	Btbd18	ortholog_one2one	0.1519	0.4201	1
OR4B2P					
CAPN9	Capn9	ortholog_one2one	0.0743	0.8145	1
FXYD6P2					
FTL	Ftl1	ortholog_one2many	0.093	0.6479	1
FTL	Ftl1-ps1	ortholog_one2many	0.0932	0.6467	0
OR4X2	Olfr1506	ortholog_one2many	0.1612	0.4604	0
OR4X2	Olfr1565	ortholog_one2many	0.1612	0.4604	0
OR4X2	Olfr1274	ortholog_one2many	0.1528	0.4729	0
OR4X2	Olfr1269	ortholog_one2many	0.1291	0.4933	1
OR4X2	Olfr1267-ps1	ortholog_one2many			0
OR4X2	Olfr1265	ortholog_one2many	0.1306	0.4849	0
ADARB2-AS1					
RBM12	Rbm12	ortholog_one2one	0.0387	0.3313	1
SERAC1	Serac1	ortholog_one2one	0.0709	0.5724	1
SEC11C	Sec11c	ortholog_one2one	0.0098	0.3311	1
PRTN3					
C6orf15	2300002M23Rik	ortholog_one2one	0.4635	0.6863	0
KRT4	Krt4	ortholog_one2one	0.0922	0.829	1
SEPTIN7P2					
RTEL1-TNFRSF6B	Rtel1	ortholog_one2many	0.108	0.8581	1
ZNF630					
SAP30L	Sap30l	ortholog_one2one	0.0118	0.3948	1
AC026951.2					
HOXB9	Hoxb9	ortholog_one2one	0.0134	0.1894	1
METTL5	Mettl5	ortholog_one2one	0.0409	0.2667	1
C1QBP	C1qbp	ortholog_one2one	0.0714	0.6243	1
GOLGA8S	Gm13547	ortholog_one2many	0.9513	2.8038	0
AC013470.2					
HOXB7	Hoxb7	ortholog_one2one	0.0267	0.2475	1
OR4X1	Olfr1268-ps1	ortholog_one2one			1
OR4S1					
CR933844.1					
AGT	Agt	ortholog_one2one	0.2877	1.2517	1
AC013470.1					
HOXB8	Hoxb8	ortholog_one2one	0.0067	0.3125	1
AC013470.3					
SNAPC4	Snapc4	ortholog_one2one	0.2648	0.7858	1
NEURL2	Neurl2	ortholog_one2one	0.0483	0.8209	1
OR6M3P					
TAS2R2P					
OR4C4P					
OR4C5	Olfr1260	ortholog_one2one	0.1342	0.5105	1
LIME1	Lime1	ortholog_one2many	0.2325	0.6245	1
HOXB-AS4					
OR4C2P					
AP002813.1					
AKR1C4					
AC026748.1					
AC244230.2					
PRNT					
HNRNPA1P33					
TMEM225	Tmem225	ortholog_one2one	0.5035	0.6499	0
AL008726.1					
LINC00842					
OR4C3	Olfr1264	ortholog_one2one	0.081	0.4784	1
HAND1	Hand1	ortholog_one2one	0.0377	0.6605	1
AP002381.1					
PPIAP16					
NPY4R	Npy4r	ortholog_one2many			1
RPAIN	Rpain	ortholog_one2one	0.1838	0.6884	1
NCAM2	Ncam2	ortholog_one2one	0.0312	0.6696	1
CTSA	Ctsa	ortholog_one2one	0.0641	0.6232	1
EEF2K	Eef2k	ortholog_one2one	0.0499	0.7941	1
ATG16L2	Atg16l2	ortholog_one2one	0.0947	0.5339	1
MRPL57	Mrpl57	ortholog_one2one			1
AL133396.1					
SLC35F6	Slc35f6	ortholog_one2one	0.0662	0.6935	1
NDUFB9	Ndufb9	ortholog_one2one	0.0811	0.4451	1
AC010387.1					
AC010387.3					
GTF2IP13					
SKA3	Ska3	ortholog_one2one	0.2642	0.52	1
HIC2	Hic2	ortholog_one2one	0.058	0.7766	1
AC026688.2					
LINC02390					
AC011499.1	Dus3l	ortholog_one2many	0.1223	1.9134	0
AC026688.1					
OR8D4	Olfr985	ortholog_one2one	0.0872	0.5662	1
AC010424.3					
ANXA8L1	Anxa8	ortholog_one2many	0.038	0.5972	1
RPUSD1	Rpusd1	ortholog_one2one	0.0946	1.2697	1
AL133396.2					
AL592078.2					
FOXRED2	Foxred2	ortholog_one2one	0.0846	0.711	1
CLECL1					
AL137800.1					
LRP5	Lrp5	ortholog_one2one	0.0292	1.2059	1
CD83	Cd83	ortholog_one2one	0.2043	0.6796	1
COPS6	Cops6	ortholog_one2one	0.0083	0.3544	1
KRT79	Krt79	ortholog_one2one	0.0904	0.9308	1
AC136621.1					
ZNF81					
CENPA	Cenpa	ortholog_one2one	0.1875	1.2039	1
AC053503.4					
SLC6A2	Slc6a2	ortholog_one2one	0.035	0.8866	1
AC053503.6					
SLC2A4RG					
OR4D5	Olfr984	ortholog_one2one	0.0539	0.5661	1
SPEGNB					
AC009034.1					
AL117339.2					
AL117339.4					
OR6T1					
AL133217.1					
AP001136.1					
ASIC4-AS1					
ARPC5	Arpc5	ortholog_one2one	0.009	0.4216	1
DPY30	Dpy30	ortholog_one2one	0.0098	0.2909	1
AL117339.5					
OR10S1	Olfr982	ortholog_one2one	0.087	0.728	1
TATDN1	Tatdn1	ortholog_one2one	0.0483	0.4606	1
ASIC4	Asic4	ortholog_one2one	0.0126	0.4504	1
ARL4AP3					
ZNF37A					
OR10G6	Olfr981	ortholog_one2one	0.0426	0.5482	1
AL355303.2					
AC244636.3					
ZNF182	Zfp182	ortholog_one2one	0.0683	0.6391	1
OR10G5P					
TUBB2A	Tubb2a	ortholog_one2one	0	0	1
OR10G4	Olfr979	ortholog_many2many	0.0745	0.5925	1
OR10G4	Olfr978	ortholog_many2many	0.0836	0.6139	0
OR10G4	Olfr980	ortholog_many2many	0.076	0.5822	1
AC107016.1					
LINC01980					
AL592078.1					
CHRNB2	Chrnb2	ortholog_one2one	0.0285	0.8473	1
COL5A2	Col5a2	ortholog_one2one	0.0289	0.4275	1
AGPS	Agps	ortholog_one2one	0.0411	0.3461	1
CYTH4	Cyth4	ortholog_one2one	0.036	1.3568	1
SPACA5	Spaca5	ortholog_one2many	0.195	0.4927	1
NIBAN2	Fam129b	ortholog_one2one	0.0454	0.9941	1
SCIN	Scin	ortholog_one2one	0.0465	0.5432	1
MTHFD2P4					
TOMM22P4					
RPL7P57					
ZNF630-AS1					
PGAP3	Pgap3	ortholog_one2one	0.0776	0.6564	1
USP18	Usp18	ortholog_one2many	0.1816	0.8361	1
HSD17B7P2					
CIR1P1					
ZBTB46	Zbtb46	ortholog_one2one	0.0408	1.0849	1
AC244230.1					
GMPPA	Gmppa	ortholog_one2one	0.0136	0.5841	1
MEMO1	Memo1	ortholog_one2one	0.003	0.1753	1
FAM25BP					
RPL37P1					
FGFR3	Fgfr3	ortholog_one2one	0.0607	1.2556	1
FER1L4					
TRAF3IP2	Traf3ip2	ortholog_one2one	0.102	0.3391	1
OR10G9	Olfr979	ortholog_many2many	0.0729	0.59	1
OR10G9	Olfr978	ortholog_many2many	0.0836	0.6116	0
OR10G9	Olfr980	ortholog_many2many	0.0775	0.5422	1
XYLB	Xylb	ortholog_one2one	0.0724	0.4978	1
COX6CP13					
AL139294.1					
AL117339.1					
OR10G8	Olfr979	ortholog_many2many	0.0965	0.6158	1
OR10G8	Olfr978	ortholog_many2many	0.1085	0.6083	0
OR10G8	Olfr980	ortholog_many2many	0.1018	0.5884	1
TNFRSF6B					
SF3A3	Sf3a3	ortholog_one2one	0.0037	0.4501	1
DNAJC6	Dnajc6	ortholog_one2one	0.0376	0.5028	1
ELOVL1	Elovl1	ortholog_one2one	0.0414	0.4375	1
OR10G7	Olfr979	ortholog_many2many	0.0865	0.7001	0
OR10G7	Olfr978	ortholog_many2many	0.0732	0.6216	1
OR10G7	Olfr980	ortholog_many2many	0.0895	0.6372	0
AL117339.3					
ARFRP1	Arfrp1	ortholog_one2one	0.0153	0.7453	1
AL512593.1					
LINC01967					
AL807761.4					
OR4C10P					
GRP	Grp	ortholog_one2one	0.2787	0.92	1
AL662828.1					
PRSS58					
LINC01981					
ZNF462	Zfp462	ortholog_one2one	0.0322	0.4045	1
ALKBH8	Alkbh8	ortholog_one2one	0.1334	0.6216	1
AC011891.2					
TEKT2	Tekt2	ortholog_one2one	0.0876	0.7239	1
AC005281.1					
ABCC6	Abcc6	ortholog_one2one	0.1177	0.7804	1
TTC30B	Ttc30b	ortholog_many2many	0.037	0.5897	1
TTC30B	Ttc30a1	ortholog_many2many	0.0495	0.6028	1
TTC30B	Ttc30a2	ortholog_many2many	0.0403	0.5941	1
TUBA3E					
ZRSR2	Zrsr1	ortholog_one2one	0.1271	0.7377	0
AC018804.1					
RHOQP3					
WDR13	Wdr13	ortholog_one2one	0.0037	0.5844	1
NOC2LP1					
CD69	Cd69	ortholog_one2one	0.3059	0.7726	1
AC134915.1					
DHX33	Dhx33	ortholog_one2one	0.0322	0.3691	1
MED15P5					
MTND1P29					
MTND2P22					
MTCO1P7					
MTCO2P7					
ERBB2	Erbb2	ortholog_one2one	0.065	0.589	1
MTCO3P7					
MTATP6P7					
AC068137.3					
AC068137.4					
MTND4P27					
MTND6P8					
MTND5P29					
MTCYBP8					
AC068137.1					
AC068137.2					
AC005808.1					
AC132479.1					
RPL23AP71					
AL157838.1					
ZNF217	Zfp217	ortholog_one2one	0.1713	1.01	1
OR10D5P					
DPPA5P1					
OR10D4P					
EAPP	Eapp	ortholog_one2one	0.0656	0.7638	1
OR10N1P					
AL353152.2					
AL133259.1					
AC133106.1					
AL353152.1					
AC005520.4					
LINC01108					
AL121655.1					
RAX	Rax	ortholog_one2one	0.0579	0.9297	1
AL445646.1					
ELMSAN1	Elmsan1	ortholog_one2one	0.0751	0.5275	1
AL596448.1					
AC103702.2					
OR4C9P					
PSD4	Psd4	ortholog_one2one	0.1897	0.623	1
AL008730.1					
FAM189B	Fam189b	ortholog_one2one	0.0286	0.4612	1
AP001823.1					
OR4R1P					
IGHVIII-82					
PIP4P1	Pip4p1	ortholog_one2one	0.0156	0.4295	1
RPL9P28					
AL355303.1					
GCNAP1					
ELANE					
AC091770.1					
GRIA3	Gria3	ortholog_one2one	0.0107	0.2317	1
AC099811.1					
LINC02086					
RASSF2	Rassf2	ortholog_one2one	0.0395	0.6441	1
CPLX4	Cplx4	ortholog_one2one	0.0372	0.8399	1
TVP23B	Tvp23b	ortholog_one2one	0.0438	0.6873	1
EPAS1	Epas1	ortholog_one2one	0.0593	0.7005	1
AC091179.2					
TBC1D1	Tbc1d1	ortholog_one2one	0.0515	0.6957	1
OR4A47	Olfr1256	ortholog_one2one	0.1213	0.5035	1
OR4A48P					
AC099811.4					
OR4A46P					
OR4A40P					
EIF3KP1					
NUP88	Nup88	ortholog_one2one	0.0493	0.4767	1
MEF2D	Mef2d	ortholog_one2one	0.0137	0.34	1
OR4A43P					
GLRX2					
OR4A45P					
AL080313.2					
KLRF1					
AC099811.6					
AL080313.1					
UHRF1	Uhrf1	ortholog_one2one	0.1331	2.8119	1
CICP20					
CFD					
AC096582.2					
MYO16-AS2					
AC096582.1					
LINC00555					
MYO16	Myo16	ortholog_one2one	0.1376	0.8709	1
AL158063.1					
PHGDH	Phgdh	ortholog_one2one	0.0303	0.5269	1
CCDC201	Ccdc201	ortholog_one2one	0.4062	0.8707	0
AC016683.1					
AC091885.1					
CDH10	Cdh10	ortholog_one2one	0.0167	0.6199	1
AC022118.1					
CTXN3	Ctxn3	ortholog_one2one	0.0403	0.4639	1
PATL2	Patl2	ortholog_one2one	0.192	0.4788	1
APEX1	Apex1	ortholog_one2one	0.027	0.6427	1
OR4A41P					
AL121845.4					
HAR1A					
AC026523.1					
ADPRHL2	Adprhl2	ortholog_one2one	0.0443	0.6644	1
HAR1B					
ATP5F1AP4					
AC026523.3					
RTEL1	Rtel1	ortholog_one2many	0.1463	0.7866	1
ADIPOR1P2					
GPRIN2	Gprin2	ortholog_one2one	0.165	0.6027	1
AC026523.2					
AC107982.2					
AC107982.1					
AC007938.1					
AC107982.3					
AC005914.1					
MPP2	Mpp2	ortholog_one2one	0.0104	0.6185	1
OR4A42P					
RSBN1L	Rsbn1l	ortholog_one2one	0.0838	0.3698	1
FHL3	Fhl3	ortholog_one2one	0.0126	0.6299	1
AC026523.4					
C4orf47	1700029J07Rik	ortholog_one2one	0.1337	0.7001	1
AC006076.1					
LINC00923					
AC021134.1					
DUSP2	Dusp2	ortholog_one2one	0.0621	0.8903	1
AC091885.2					
OR4A44P					
AC136624.1					
AL355597.1					
AL009177.1					
AC021134.2					
SUMO1P1					
AL109914.1					
PPP1R3F	Ppp1r3f	ortholog_one2one	0.09	0.3757	1
PLAU	Plau	ortholog_one2one	0.2115	0.5529	1
AC084824.3					
LINC00700					
AC084824.2					
AC084824.5					
AC087588.3					
AC027369.6					
AC084824.6					
AC027369.4					
AC087821.1					
AC027369.3					
AC012307.1					
AC002558.1					
AC009884.3					
VAMP4	Vamp4	ortholog_one2one	0.0289	0.3923	1
AC009884.2					
AC068658.1					
AC100800.1					
AC002558.2					
LINC01184					
