Gene,GRAVY_Score
RP11-574M7.1,-0.0688
SMIM3,1.4133
TMPRSS4-AS1,-0.0688
RP11-375D13.2,-0.0688
RP11-360K13.1,-0.0688
RP11-589N15.1,-0.0688
OR8I1P,-0.0688
SLC2A13P1,-0.0688
CTD-2530H12.7,-0.0688
OR6M3P,-0.0688
RP5-907D15.3,-0.0688
RBMS2P1,-0.0688
CTD-2119L1.1,-0.0688
RP11-344L21.1,-0.0688
RP11-670N15.2,-0.0688
RP11-831A10.2,-0.0688
RP11-45A12.1,-0.0688
OR5M4P,-0.0688
RP11-843A23.1,-0.0688
CTD-3065J16.9,-0.0688
RP11-234B24.2,-0.0688
RP11-661A12.5,-0.0688
RP11-103H7.5,-0.0688
RP11-665E10.1,-0.0688
CTD-2337I7.1,-0.0688
GOLGA8EP,-0.0688
RP11-326C3.4,-0.0688
MTND1P35,-0.0688
OVOL1-AS1,-0.0688
NCAM1-AS1,-0.0688
AL136419.6,-0.0688
RP11-379I19.2,-0.0688
RP11-56P9.8,-0.0688
RP11-412B14.1,-0.0688
OR8G5,0.7552
RP1-317E23.6,-0.0688
RP11-110I1.12,-0.0688
RP11-358H18.2,-0.0688
CTD-2381F24.1,-0.0688
RP11-259P6.3,-0.0688
RP11-1145L24.1,-0.0688
SF3A3P2,-0.0688
OR4A41P,-0.0688
TRIM64C,-0.3993
RP11-407P18.1,-0.0688
RP11-672A2.5,-0.0688
RP11-160H12.2,-0.0688
RP11-563P16.1,-0.0688
RP11-58K22.1,-0.0688
OR4A10P,-0.0688
RP11-313I2.5,-0.0688
RP11-265D17.2,-0.0688
RP11-304M2.6,-0.0688
RP11-97I14.1,-0.0688
OR4A2P,-0.0688
RP11-728F11.4,-0.0688
RP11-168K9.2,-0.0688
RP11-178H8.3,-0.0688
RP1-17K7.2,-0.0688
OR4B2P,-0.0688
KB-1460A1.1,-0.0688
RP11-115I9.1,-0.0688
RP11-672A2.7,-0.0688
RP1-130L23.1,-0.0688
HSPD1P2,-0.0688
OR4A18P,-0.0688
RP11-738O11.12,-0.0688
USP17L1P,-0.0688
RP11-162D9.3,-0.0688
RP5-916O11.3,-0.0688
CTD-2547H18.1,-0.0688
CTD-3224I3.3,-0.0688
CTD-2589M5.5,-0.0688
CTD-2609K8.3,-0.0688
AP000641.1,-0.0688
GS1-24F4.3,-0.0688
MED28P5,-0.0688
OR4A4P,-0.0688
RP11-90K17.2,-0.0688
RP11-1081L13.3,-0.0688
RP1-65P5.3,-0.0688
RP11-3G21.1,-0.0688
RP11-831H9.3,-0.0688
CYCSP27,-0.0688
NPIPA2,-0.6269
CTD-2210P24.2,-0.0688
OR5BB1P,-0.0688
TRIM53CP,-0.0688
KB-1410C5.3,-0.0688
ALG9-IT1,-0.0688
RP11-469N6.2,-0.0688
CTD-2530H12.5,-0.0688
OR4A11P,-0.0688
RP11-684B20.1,-0.0688
RP11-16F15.4,-0.0688
RP11-686G23.2,-0.0688
AP001257.1,-0.0688
RP11-675M1.2,-0.0688
RP11-754B17.1,-0.0688
GUCY2EP,-0.0688
AC022182.3,-0.0688
RP11-687M24.5,-0.0688
RP11-22P4.2,-0.0688
SNRPGP16,-0.0688
OR4C7P,-0.0688
PCDHB18,-0.0688
RP11-712L6.5,0.2524
RP11-566H8.3,-0.0688
RP11-1236K1.11,-0.0688
RP11-745I13.1,-0.0688
RP11-313I2.2,-0.0688
CYCSP25,-0.0688
RP11-315O6.2,0.0303
HMGB1P42,-0.0688
RP11-27P7.1,-0.0688
RP11-661A12.9,-0.0688
RP11-674C21.9,-0.0688
ZNF705E,-0.0688
RP11-64I17.1,-0.0688
RP11-529A4.7,-0.0688
RP11-59K5.1,-0.0688
RP11-121M22.1,-0.0688
RP11-266E8.2,-0.0688
OR4A44P,-0.0688
RP11-158I9.1,-0.0688
RP11-145O15.3,-0.0688
AP000640.2,-0.0688
SENCR,-0.0688
RP11-124G5.3,-0.0688
RP11-707M1.7,-0.0688
RP5-903G2.2,-0.0688
CTD-2005H7.2,-0.0688
RP4-791M13.5,-0.0688
RP11-167J8.4,-0.0688
HNRNPA1P76,-0.0688
RP11-350F16.1,-0.0688
CTD-2655K5.1,-0.0688
CTD-3064C13.1,-0.0688
RP11-430H10.4,-0.0688
RP11-672A2.1,-0.0688
CTD-2531D15.5,-0.0688
SSU72P6,-0.0688
OR7E128P,-0.0688
HIGD1AP5,-0.0688
RP11-163O19.8,-0.0688
RP11-303G3.9,-0.0688
RP11-529A4.10,-0.0688
RP11-677M14.2,-0.0688
RP11-484D2.3,-0.0688
ZDHHC20P3,-0.0688
OR2AT1P,-0.0688
SLC5A4P1,-0.0688
RP5-1047A19.6,-0.0688
RP11-159D8.1,-0.0688
ANO1-AS1,-0.0688
RP11-664I21.5,-0.0688
CTD-2531D15.4,-0.0688
hsa-mir-939,-0.0688
OR4A3P,-0.0688
RP11-175E9.1,-0.0688
RP11-356J5.4,-0.0688
GLYATL1P4,-0.0688
CTD-3076O17.1,-0.0688
RP11-718B12.2,-0.0688
RP11-646J21.2,-0.0688
RNF5P1,-0.0688
UNC93B5,-0.0688
TRIM53BP,-0.0688
AP002884.3,-0.2820
NIPA2P4,-0.0688
FZD4,0.2471
RP11-882G5.1,-0.0688
RP11-665E10.5,-0.0688
CTD-2342I9.1,-0.0688
TRIM51HP,-0.0688
RP11-655M14.6,-0.0688
RP11-7I15.4,-0.0688
FAM90A20P,-0.0688
PRKRIRP4,-0.0688
RP11-707M1.1,-0.0688
RP11-405K6.1,-0.0688
RP11-484D2.2,-0.0688
RP11-317J19.1,-0.0688
AP000648.6,-0.0688
RP11-1236K1.8,-0.0688
RP11-56P9.5,-0.0688
RP11-646J21.6,-0.0688
CENPCP1,-0.0688
RP1-68D18.4,-0.0688
ZNF705C,-0.0688
HSPD1P3,-0.0688
OR7E2P,-0.0688
RP11-313I2.7,-0.0688
OR7E96P,-0.0688
RP11-659P15.2,-0.0688
RP11-25D10.2,-0.0688
RP11-164N3.3,-0.0688
AF238378.7,-0.0688
RP11-529A4.15,-0.0688
RP11-805J14.3,-0.0688
RP11-655M14.13,-0.0688
RP11-81M19.3,-0.0688
RP11-413N13.1,-0.0688
RP11-142C4.4,-0.0688
RP11-91P24.5,-0.0688
RP11-50B3.2,-0.0688
RP11-770J1.5,-0.6132
RP11-201M22.1,-0.0688
OR10D4P,-0.0688
RP11-54J7.2,-0.0688
RP11-91P24.7,-0.0688
MTND2P26,-0.0688
OR7E126P,-0.0688
RP11-864G5.3,-0.0688
AF186192.1,-0.0688
RP11-264E20.1,-0.0688
RP11-159H22.2,-0.0688
RP11-326C3.2,-0.0688
RP11-755F10.1,-0.0688
RP11-702H23.4,-0.0688
USP17L4,-0.0688
RP11-738O11.9,-0.0688
CTD-2507G9.1,-0.0688
RP11-379J13.1,-0.0688
RP11-350D17.2,-0.0688
CTD-2521M24.4,-0.0688
RP11-748H22.2,-0.0688
RP11-222N13.1,-0.0688
HCAR3,0.3300
AP003068.9,-0.0688
AP002954.6,-0.0688
RP11-613D13.4,-0.0688
RP11-161I2.1,-0.0688
OR4A13P,-0.0688
OR4V1P,-0.0688
RP11-100N3.2,-0.0688
CTD-2517M22.9,-0.0688
RP11-958J22.3,-0.0688
RP11-713P17.5,-0.0688
USP17L8,-0.0688
RP11-560B16.5,-0.0688
RP11-740D6.3,-0.0688
GLYATL1P1,-0.0688
RP11-430H10.2,-0.0688
RP11-390K5.3,-0.0688
RP11-484D2.5,-0.0688
RP11-164N3.1,-0.0688
FAM90A16P,-0.0688
RP11-396J6.1,-0.0688
TLK2P1,-0.0688
RP5-1027O15.1,-0.0688
TAS2R43,0.6521
RP11-513D5.2,-0.0688
CTBP2P6,-0.0688
CTD-3051L14.13,-0.0688
OR10S1,0.6218
RP11-164N3.2,-0.0688
RP1-17K7.3,-0.0688
RP13-726E6.3,-0.0688
NAV2-AS4,-0.0688
GLTPP1,-0.0688
CTC-497E21.3,-0.0688
FAM66E,-0.0688
OSBPL9P2,-0.0688
MPV17L2,0.1121
RP4-562D20.2,-0.0688
FAM85A,-0.0688
RP11-152H18.3,-0.0688
FAM92A1P1,-0.0688
RP11-659P15.1,-0.0688
RP11-573E11.2,-0.0688
OR4A48P,-0.0688
RP11-485O14.1,-0.0688
RP11-48B3.3,-0.0688
RP11-428C19.5,-0.0688
RP11-360L9.7,-0.0688
CTD-3074O7.7,-0.0688
IGHVII-33-1,-0.0688
DEFB109P3,-0.0688
RP11-632K20.2,-0.0688
RP11-99C10.1,-0.0688
RP11-148O21.3,-0.0688
CTD-2523D13.1,-0.0688
RP11-707M1.9,-0.0688
CTD-3096P4.1,-0.0688
RP11-1036E20.7,-0.0688
C8orf49,0.1143
RP11-529A4.4,-0.0688
AF131215.6,-0.0688
LINC00167,-0.0688
RP11-659G9.3,-0.0688
NAPSB,-0.0688
TRIM51DP,-0.0688
RP13-631K18.2,-0.0688
IGLV3-30,-0.0688
RP11-546B8.1,-0.0688
RP11-732A19.6,-0.0688
RP11-37O16.8,-0.0688
RP11-646J21.7,-0.0688
RP11-583F24.8,-0.0688
RP11-315O6.1,-0.0688
RP11-802E16.3,-0.0688
RP11-514F3.4,-0.0688
CTD-2516F10.4,-0.0688
AC084121.14,-0.0688
RP11-583F24.3,-0.0688
RP11-794P6.6,-0.0688
RP11-587D21.4,-0.0688
RP11-335F8.2,-0.0688
RP11-113K21.2,-0.0688
CTD-2616J11.3,-0.0688
RP11-37O16.6,-0.0688
RP11-91I20.4,-0.0688
KIRREL3-AS2,-0.0688
OR4C9P,-0.0688
NPIPB11,-0.7499
CTC-830E23.1,-0.0688
RP11-661A12.12,-0.0688
AC025016.1,-0.0688
RP11-51B23.3,-0.0688
COX6CP5,-0.0688
RP11-121L10.3,-0.0688
RP11-646J21.4,-0.0688
CTD-2562J17.9,-0.0688
RP11-109E10.1,-0.0688
RP11-304C12.3,-0.0688
RNF185-AS1,-0.0688
CTD-3138F19.1,-0.0688
RSF1-IT2,-0.0688
CTD-2653D5.1,-0.0688
RP11-5A11.2,-0.0688
KIRREL3-AS3,-0.0688
ADAM21P1,-0.0688
RP11-481A20.10,-0.0688
RP11-958N24.2,-0.0688
CTD-2028E8.1,-0.0688
RP11-810P12.6,-0.0688
RP11-460B17.3,-0.0688
RP11-1007G5.2,-0.0688
CTD-2555I5.1,-0.0688
RP11-708L7.6,-0.0688
RP11-573M3.4,-0.0688
RP11-775A1.2,-0.0688
RP11-65G9.1,-0.0688
CTD-2517M22.16,-0.0688
RP11-403D15.2,-0.0688
AP000487.6,-0.0688
RP5-1047A19.4,-0.0688
RP11-945A11.2,-0.0688
RP11-261P9.4,-0.0688
RP11-382M14.1,-0.0688
RP11-677I18.4,-0.0688
CASP1P2,-0.0688
FAM90A25P,-0.0688
OR5M2P,-0.0688
TRIM64DP,-0.0688
CTD-2523D13.2,-0.0688
RP11-802F5.1,-0.0688
RP11-412B14.2,-0.0688
VENTXP5,-0.0688
RP11-736I10.2,-0.0688
TAS2R46,0.8839
RP11-460B17.2,-0.0688
RP11-65M17.1,-0.0688
RP11-429J17.5,-0.0688
AP005135.2,-0.0688
RP11-688I9.2,-0.0688
RP11-110I1.6,-0.0688
RP11-702H23.6,-0.0688
RP11-728F11.3,-0.0688
RP11-619A14.2,-0.0688
AC002056.5,-0.0688
RP11-304M2.3,-0.0688
RP11-386B1.1,-0.0688
OR4A17P,-0.0688
RP11-659E9.2,-0.0688
RP11-47J17.3,-0.0688
CTC-529G1.1,-0.0688
RP11-732A19.5,-0.0688
OR5B10P,-0.0688
OR4A45P,-0.0688
IGLVI-63,-0.0688
NAV2-AS1,-0.0688
RP11-658F2.3,-0.0688
RP11-839D17.3,-0.0688
RP11-787P24.2,-0.0688
RP11-347H15.2,-0.0688
RP11-351I21.7,-0.0688
TUBB4BP4,-0.0688
OR7E4P,-0.0688
RP11-40H19.1,-0.0688
CTD-2313N18.7,-0.0688
RP11-680L20.1,-0.0688
RP11-574M7.2,-0.0688
TMA16P1,-0.0688
AF228730.13,-0.0688
RP11-350N15.3,-0.0688
CTD-3065J16.6,-0.0688
AP000889.1,-0.0688
OR8G3P,-0.0688
RP11-360K13.2,-0.0688
RP11-290F24.3,-0.0688
KB-1073A2.1,-0.0688
RP13-317D12.3,-0.0688
SSU72P2,-0.0688
OR5BA1P,-0.0688
RP11-624G17.3,-0.0688
CTD-2530H12.4,-0.0688
RP11-108O10.2,-0.0688
RP11-680E19.2,-0.0688
OR5G4P,-0.0688
OR5M5P,-0.0688
RP11-113D6.6,-0.1405
LINC01001,-0.0688
NDUFA3P2,-0.0688
RP11-17M16.1,-0.2709
OR5M6P,-0.0688
C14orf169,-0.0688
RP11-770J1.3,-0.0688
CTD-2651C21.3,-0.0688
RP11-142C4.5,-0.0688
ENPP7P6,-0.0688
RP11-680F20.4,-0.0688
RP11-712L6.7,-0.0688
DEFB108P1,-0.0688
AP000662.9,-0.0688
RP11-788M5.3,-0.0688
PRR23D1,-0.5215
HNRNPCP6,-0.0688
RP11-35J10.4,-0.0688
KRT18P59,-0.0688
GS1-393G12.13,-0.4720
CTD-2126E3.1,-0.0688
LINC00678,-0.0688
RP11-1082L8.4,-0.0688
RP11-885L14.1,-0.0688
SDHCP4,-0.0688
OR5D2P,-0.0688
CBX3P7,-0.0688
RP11-252C15.1,-0.0688
RP13-923O23.6,-0.0688
IGHV3-75,-0.0688
RSF1-IT1,-0.0688
RP11-91P24.6,-0.0688
DEFB108P3,-0.0688
RP11-634B22.4,-0.0688
RP11-573M3.3,-0.0688
RP11-727A23.10,-0.0688
HNRNPRP2,-0.0688
RP11-379J13.2,-0.0688
RP11-347H15.1,-0.0688
OR8I4P,-0.0688
RP11-661A12.7,-0.0688
RP11-998D10.1,-0.4024
HNRNPA1P72,-0.0688
MAGEL2,-0.4659
OR7E10P,-0.0688
RP11-34N19.1,-0.0688
GLULP3,-0.0688
OR4A21P,-0.0688
RP11-107P7.5,-0.0688
RP11-727A23.4,-0.0688
RP11-822P1.1,-0.0688
UBTFL1,-0.0688
OR9L1P,-0.0688
RP11-759A9.1,-0.0688
OR9G2P,-0.0688
OR4C2P,-0.0688
RP11-583F24.5,-0.0688
RP11-52B19.10,-0.0688
RP11-732A19.2,-0.0688
RP11-958J22.2,-0.0688
RP11-358N4.5,-0.0688
EID3,-0.3982
MAML2,-0.9107
OR8A2P,-0.0688
RP11-648O15.1,-0.0688
AP006621.8,-0.0688
RP11-466I1.1,-0.0688
RP11-263C24.1,-0.0688
RP11-480O10.1,-0.0688
OR4A12P,-0.0688
RP5-901A4.4,-0.0688
RP3-400B16.4,-0.0688
PIGY,0.9183
CTD-2509G16.2,-0.0688
OR8B6P,-0.0688
RP11-696P8.2,-0.0688
RP11-716H6.2,-0.0688
OR8G7P,-0.0688
RP11-567I13.1,-0.0688
RP11-15D14.1,-0.0688
RP11-94P11.3,-0.0688
TOLLIP-AS1,-0.0688
RP11-664I21.6,-0.3575
SOX5P,-0.0688
RP11-550A5.2,-0.0688
RP11-113K21.4,-0.0688
SSU72P5,-0.0688
RP13-46H24.1,-0.0688
RP11-196E1.3,-0.0688
RP11-21L23.4,-0.0688
RP11-77K12.4,-0.0688
RP11-531H8.2,-0.0688
RP11-313I2.11,-0.0688
RP11-805J14.5,-0.0688
RP11-351I21.6,-0.0688
RP11-320L11.2,-0.0688
OMP,-0.6092
RP11-794P6.3,-0.0688
CTD-2019O4.1,-0.0688
RP11-63C8.1,-0.0688
RP11-444K7.8,-0.0688
CTD-2560E9.5,-0.0688
RP11-555G19.1,-0.0688
MTND4P7,-0.0688
RP11-179A10.1,-0.0688
RPA2P3,-0.0688
RP11-157I4.4,-0.0688
RP11-1167A19.2,-0.8608
RP11-867G23.12,-0.0688
RP11-131J4.12,-0.0688
RP11-336F14.1,-0.0688
RP11-396O20.2,-0.0688
RP11-813B8.1,-0.0688
RP11-757C15.4,-0.0688
RP1-59M18.2,-0.0688
RP11-23J9.6,-0.0688
RP5-901A4.5,-0.0688
EBLN2,-0.2643
OR8J2,0.1382
AF131216.5,-0.0688
NANOGP1,-0.0688
RP11-890B15.3,-0.0688
RP11-351I24.3,-0.0688
OR4A1P,-0.0688
RP11-396O20.1,-0.0688
AP000442.4,-0.0688
RP11-532E4.2,-0.0688
RP11-72M10.2,-0.0688
TMEM185AP1,-0.0688
RP11-1082L8.2,-0.0688
OR10V2P,-0.0688
TRIM49D2P,-0.0688
FNTAL1,-0.0688
CTD-2216M2.1,-0.0688
AP000859.4,-0.0688
CTD-2530H12.8,-0.0688
RP11-115E19.1,-0.0688
CTD-2560E9.3,-0.0688
RP11-643G5.6,-0.0688
SSU72P7,-0.0688
RP11-436P7.1,-0.0688
CTD-3023L14.3,-0.0688
COPS8P3,-0.0688
AP002954.4,-0.0688
RP11-313I2.8,-0.0688
SAA2-SAA4,-0.0688
RP11-472I20.2,-0.0688
IGHVIII-67-4,-0.0688
HNRNPCP8,-0.0688
RP11-882I15.1,-0.0688
RP11-148I19.1,-0.0688
RP11-953B20.2,-0.0688
ST13P10,-0.0688
RP11-304M2.5,-0.0688
CTD-2011F17.2,-0.0688
RP11-23J9.7,-0.0688
RP11-676M6.1,-0.0688
RP11-63D14.1,-0.0688
RP11-684B2.3,-0.0688
RP11-718B12.5,-0.0688
RP11-167J8.3,-0.0688
RP11-31K23.1,-0.0688
FAM8A2P,-0.0688
BCAS2P1,-0.0688
OR7E87P,-0.0688
KRT8P7,-0.0688
OR6M2P,-0.0688
RP11-448P19.1,-0.0688
RP11-726G23.11,-0.0688
AP001258.5,-0.0688
AP000620.1,-0.0688
CTC-497E21.5,-0.0688
OR4R1P,-0.0688
TMX2-CTNND1,0.5136
RP11-787P24.1,-0.0688
RP11-481A20.4,-0.0688
RP11-351I24.1,-0.0688
RANP3,-0.0688
GNG5P3,-0.0688
ATP5F1P5,-0.0688
RP11-700F16.2,-0.0688
OR4A46P,-0.0688
OR7E15P,-0.0688
RP11-50B3.4,-0.0688
OR8B7P,-0.0688
CTB-78H18.1,-0.7023
OR7E160P,-0.0688
NEDD8-MDP1,-0.7095
RP4-791M13.4,-0.0688
NAV2-IT1,-0.0688
RP11-685M7.5,-0.0688
SAA3P,-0.0688
OPCML-IT2,-0.0688
RP11-58K22.4,-0.0688
LINC01059,-0.0688
OR4R3P,-0.0688
AP000708.1,-0.8602
RP11-359P18.8,-0.0688
RP11-23F23.3,-0.0688
RP11-163O19.10,-0.0688
AF131215.4,-0.0688
RP11-876F14.1,-0.0688
RP11-480O10.2,-0.0688
KB-1562D12.3,-0.0688
RP11-119D9.4,-0.0688
AC109992.1,-0.0688
AP000797.3,-0.0688
AC011933.1,-0.0688
TPRX2P,-0.4969
RP11-33I11.2,-0.0688
PXN-AS1,-0.0688
RP11-667M19.9,-0.0688
NKG2-E,-0.3829
MTRNR2L1,0.0458
RP11-196H14.3,-0.0688
RP11-815J4.6,-0.0688
RP11-982M15.6,-0.0688
CAND1,-0.0829
RP11-897M7.1,-0.0688
RP11-749H20.1,-0.0688
RP11-753B7.2,-0.0688
RP11-361I14.2,-0.0688
RP11-17G12.2,-0.0688
RP11-3L23.2,-0.0688
AL590325.1,-0.0688
SLC5A8,0.5244
AC020910.2,-0.0688
MRPS36P4,-0.0688
RP11-58K22.5,-0.0688
RP11-666F17.2,-0.0688
AC034102.1,-0.0688
RP11-871F6.3,-0.0688
TAS2R63P,-0.0688
RP11-456I15.2,-0.0688
RP11-167N4.5,-0.0688
RP11-606D9.1,-0.0688
RP11-64B16.3,-0.0688
RP11-463D19.1,-0.0688
RP13-726E6.1,-0.0688
RP11-153K16.1,-0.0688
RP11-482L11.1,-0.0688
RP11-76C10.2,-0.0688
RP11-553N19.1,-0.0688
RP11-167N4.2,-0.0688
IFNG-AS1,-0.0688
RP11-218M22.2,-0.0688
RP11-547L9.1,-0.0688
RP5-944M2.4,-0.0688
RP11-831A10.1,-0.0688
RP11-983C2.1,-0.0688
RP11-268P4.4,-0.0688
RP11-335O4.1,-0.0688
RP11-945A11.1,-0.0688
RP11-424M22.3,-0.0688
C1R,-0.4039
RP4-809F18.2,-0.0688
RP11-705C15.3,-0.0688
CBX3P4,-0.0688
AC007401.1,-0.0688
RP11-939C17.4,-0.0688
RP11-662M24.2,-0.0688
RP11-1060J15.4,-0.0688
RP11-627K11.3,-0.0688
NTAN1P3,-0.0688
AP003419.16,-0.0688
BX088651.1,-0.4165
BRWD1-IT2,-0.0688
FAM92B,-0.5734
AC093734.1,-0.0688
RP11-664H17.1,-0.0688
AC004706.1,-0.0688
RP11-867G2.6,-0.0688
LINC00944,-0.0688
SAP25,-0.3583
AP000438.4,-0.0688
CTD-2555K7.4,-0.0688
RP11-434C1.2,-0.0688
AL356356.1,-0.5481
RP11-697H9.2,-0.0688
AL592284.1,-0.9959
OR4Q2,0.2971
TSPAN9-IT1,-0.0688
RP11-783K16.10,-0.0688
RP11-136I14.3,-0.0688
RP11-417L19.4,-0.0688
RP11-56P9.4,-0.0688
RP11-669N7.3,-0.0688
RP11-711K1.8,-0.0688
RP13-653N12.1,-0.0688
ARAP1-AS1,-0.0688
RP11-705C15.2,-0.0688
A2ML1-AS1,-0.0688
RP11-239A17.1,-0.0688
RP11-424M22.1,-0.0688
C15ORF37,-0.6839
AC010536.1,-0.3527
RP11-612B6.2,-0.0688
RP1-17K7.1,-0.0688
RP11-626H12.1,-0.0688
RP11-500M8.6,-0.0688
AP000797.4,-0.0688
CTD-2331C18.5,-0.0688
PPIAL4A,-0.3329
RP11-283I3.4,-0.0688
RP11-20D14.3,-0.0688
DUX4L4,-1.0238
RP11-794G24.1,-0.0688
RP11-152H18.4,-0.0688
RP11-430H10.3,-0.0688
RP11-64D24.4,-0.0688
RP11-575F12.2,-0.0688
AL020996.1,-1.1333
DDX11L8,-0.0688
RP11-227B21.2,-0.0688
RP11-190A12.7,-1.2432
AC005618.1,-0.0688
CACNA1C-IT3,-0.0688
RTN3P1,-0.0688
CTD-2589O24.1,-0.0688
AL928654.1,-0.0688
RP11-977P2.1,-0.0688
RP11-364C11.2,-0.0688
RP11-1038A11.3,-0.0688
RP11-685B13.2,-0.0688
RP11-804A23.2,-0.0688
CTD-2210P24.6,-0.0688
RP11-405A12.2,-0.0688
AC104698.1,-0.0688
AL354808.1,-0.0688
RP11-21L19.1,-0.0688
RP11-955H22.2,-0.0688
TRAV11,-0.0688
TAS2R67P,-0.0688
RP11-144O23.20,-0.0688
U47924.27,-0.0688
TRAV8-5,-0.0688
AC093334.1,-0.0688
RP11-766N7.3,-0.0688
RMST,-0.0688
RP11-234B24.5,-0.0688
RP11-503G7.2,-0.0688
RP11-711K1.7,-0.0688
RP11-25K21.6,-0.0688
RP11-736I10.1,-0.0688
RP11-817J15.2,-0.0688
OR52E8,0.8227
RP11-428I12.1,-0.0688
RP11-221N13.3,-0.0688
RP11-436I9.6,-0.0688
RP11-522N14.2,-0.0688
RP11-1167A19.6,-0.0688
RTL1,-0.4135
RP11-510I21.1,-0.0688
RP5-916O11.2,-0.0688
RP11-467L13.4,-0.0688
FDPSP4,-0.0688
SLC25A51P2,-0.0688
KRT18P14,-0.0688
RP11-90D4.3,-0.0688
AP000647.3,-0.0688
RP11-504G3.4,-0.0688
RPL7AP3,-0.0688
RP11-495K9.7,-0.0688
RP11-450K4.1,-0.0688
RP1-96H9.5,-0.0688
RP11-885B4.2,-0.0688
RP11-43N5.1,-0.0688
AC092989.1,-0.0688
RP11-144O23.8,-0.0688
SALL3,-0.3913
RP11-993B23.3,-0.0688
RP11-1060J15.7,-0.0688
PABPC1P4,-0.0688
AL591069.1,-0.0688
RP11-598F7.5,-0.0688
RP11-778H2.1,-0.0688
RP11-770G2.2,-0.0688
RP11-429A20.4,-0.0688
RP11-613F22.7,-0.0688
RP11-886D15.1,-0.0688
RP11-503G7.1,-0.0688
RP11-173P15.7,-0.0688
CCDC58P5,-0.0688
RP11-867G2.8,-0.0688
RP11-438L7.3,-0.0688
RP11-867G23.13,-0.0688
OR5J7P,-0.0688
RP11-807H22.5,-0.0688
FRK,-0.4560
TAS2R30,0.7154
RP11-221N13.4,-0.0688
RP11-351O2.1,-0.0688
RP11-50I19.1,-0.0688
TRDV3,-0.0212
RP11-273B20.1,-0.0688
OR10G2,0.7316
RP11-613F22.6,-0.0688
AC087897.1,-0.0688
OR8B5P,-0.0688
REXO1L10P,-0.4013
RP11-691F15.1,-0.0688
RP11-286N22.8,-0.7331
RP11-94A24.1,-0.0688
KLRF2,-0.1280
AP001069.1,-0.0688
RP11-288E14.2,-0.0688
RP11-158L12.2,-0.0688
OSBPL9P3,-0.0688
AC061975.9,-0.0688
RP5-1154L15.2,-0.0688
RP11-855O10.3,-0.0688
RP4-541C22.5,-0.0688
AL391319.1,-0.0688
RP13-81N3.2,-0.0688
RP11-885B4.1,-0.0688
RP11-319E16.1,-0.0688
CYP2B7P,-0.0688
OR4D7P,-0.0688
RP11-707G14.7,-0.0688
RP11-443N24.2,-0.0688
RP11-727A23.8,-0.0688
CR759784.2,-0.6431
LINC00346,-0.6585
AL109922.2,-0.0688
AP001877.1,-0.0688
RP11-60C6.6,-0.0688
RP1-267D11.1,-0.0688
PSMC1P8,-0.0688
AP000439.3,-0.0688
OSBPL9P5,-0.0688
AE000658.25,-0.0688
RP11-958N24.1,-0.0688
RP11-27M24.1,-0.0688
RP11-695J4.2,-0.0688
RP5-940J5.3,-0.0688
RP11-560G2.1,-0.0688
RP11-685N10.1,-0.0688
RP13-895J2.3,-0.0688
AC005000.1,-0.0688
AL590325.2,-0.0688
RP11-334E6.2,-0.0688
CR753651.1,-3.8833
Z83840.1,-0.0688
KRT8P26,-0.0688
RP11-354A14.1,-0.0688
RP11-728G15.1,-0.0688
KLRC4-KLRK1,-0.2412
RP11-157G21.2,-0.0688
AC067852.1,-0.0688
RP11-512M8.3,-0.0688
RP11-727F15.9,-0.0688
RP11-968O1.5,-0.0688
RP11-682B13.2,-0.0688
RP11-428G5.5,-0.0688
RP11-664D1.1,-0.0688
RP11-274J7.2,-0.0688
RP11-611O2.2,-0.0688
LUC7L2,-1.3231
RP11-847H18.3,-0.0688
RP11-702F3.3,-0.0688
RP11-554A11.6,-0.0688
ASIC5,-0.0956
AC010335.1,-0.0688
FAM90A19P,-0.0688
RP11-535A19.1,-0.0688
RP11-299M14.2,-0.0688
RP13-977J11.8,-0.0688
ZNF835,-0.9163
RP11-749H20.3,-0.0688
AL590762.1,-0.0688
AC008731.1,-0.0688
LINC00508,-0.0688
RP11-59N23.1,-0.0688
RP11-277P12.10,-0.0688
RP11-173P15.3,-0.0688
RP11-407A16.3,-0.0688
RP11-691L4.2,-0.0688
AC225613.7,-0.7275
SEC14L1P1,-0.0688
RP11-738O11.13,-0.0688
OR6J1,0.7758
TMED10P1,-0.0688
RP11-783K16.14,-0.0688
RP11-459D22.1,-0.0688
CYCSP26,-0.0688
SLC25A39P2,-0.0688
RP1-127H14.3,-1.1203
RP11-512M8.5,-0.2809
RP11-7I15.3,-0.0688
RP11-686N4.1,-0.0688
OTX2-AS1,-0.0688
RP11-800A3.3,-0.0688
AL357673.1,0.0381
RP5-1154L15.1,-0.0688
RP11-338K17.8,-0.0688
RP11-749H20.4,-0.0688
RP11-428G5.7,-0.0688
LINC01171,-0.0688
CTD-3193O13.9,-0.1632
RP11-809N8.4,-0.0688
CTC-435M10.3,-0.0688
RP11-324J3.1,-0.0688
TAS2R20,0.7835
RP11-867O8.5,-0.0688
RP11-966I7.2,-0.0688
OR4A40P,-0.0688
DENND5B-AS1,-0.0688
OR4A6P,-0.0688
AL133481.1,-0.6453
RP11-613M10.8,-0.0688
AL031390.1,-0.0688
LINC00925,-0.0688
APOOP3,-0.0688
GCSHP4,-0.0688
RP11-881M11.8,-0.0688
RP11-466C23.5,-0.0688
