Gene,n
BRD7,110.0
IL4R,120.0
CRISPLD2,210.0
ZDHHC7,95.0
DOK4,246.0
OSGIN1,123.0
COQ7,103.0
ZNF276,281.0
ABHD2,131.0
DHX33,618.0
CCER2,267.0
ARRB2,75.0
AC004381.6,102.0
C16orf45,37.0
LMF1,162.0
PPCDC,64.0
CHD9,114.0
HSF1,65.0
BAIAP2,150.0
NR4A1,150.0
CLN6,159.0
TUBGCP4,667.0
CLCN7,119.0
SQRDL,73.0
GANC,140.0
FAM154B,30.0
STRA6,266.0
RP11-295D22.1,60.0
CLN3,136.0
DYNC1LI2,50.0
MMP12,471.0
OR8U9,310.0
CU457734.1,592.0
AKTIP,150.0
FAM219B,88.0
DEF8,392.0
ABAT,91.0
AKTIP,14.0
TRBV27,115.0
MPI,185.0
TRRAP,3848.0
CNEP1R1,80.0
PLA2G15,237.0
TGFB1I1,53.0
ZNF688,73.0
C1orf63,89.0
MMP15,98.0
SCNN1B,605.0
TMX3,70.0
SIN3A,157.0
C15orf41,67.0
PALB2,28.0
RP11-166N6.3,73.0
TK2,283.0
SLC52A2,82.0
MVD,271.0
CSNK2A2,135.0
FAM192A,178.0
RAB11A,147.0
TP53TG3D,103.0
SLC7A6,24.0
IGFALS,132.0
MAPK8IP3,70.0
FBXL19,139.0
MPI,288.0
TRAPPC2L,76.0
SMG1,854.0
CIRH1A,198.0
SNAP23,142.0
IRF8,159.0
CYLD,33.0
PARP6,452.0
MAZ,173.0
TCF4,153.0
NMRAL1,42.0
BBS4,34.0
METTL22,48.0
DUS2,107.0
GALNS,52.0
LCAT,62.0
CES3,380.0
CIRH1A,148.0
CIAPIN1,247.0
ABR,118.0
PCYT2,35.0
ALDOA,204.0
CALCOCO2,121.0
PDP2,155.0
GPR56,81.0
SLC38A7,141.0
PPCDC,162.0
ABCC11,159.0
FAM65A,152.0
VWA3A,148.0
FBXO22,94.0
C15orf65,122.0
TRBV4-3,114.0
PLEKHG4,108.0
ZFP90,45.0
VPS39,48.0
CORO7,162.0
LILRB3,632.0
GPR56,122.0
YPEL3,103.0
AP1G1,145.0
EDC3,54.0
NUBP2,252.0
ACTG1,164.0
SCAMP2,254.0
CAMTA2,1208.0
CORO7,57.0
CIAPIN1,72.0
SGSM2,95.0
MPI,265.0
ZZEF1,220.0
MTMR10,191.0
PMM2,92.0
NLGN2,194.0
GRAMD2,211.0
TEX38,261.0
MPHOSPH6,132.0
FCAR,180.0
SHCBP1,155.0
GTF2H2D,52.0
RP11-527L4.2,63.0
LRRC36,75.0
SERF1B,24.0
LCTL,37.0
GAS8,112.0
TLDC1,45.0
AKTIP,136.0
LMF1,198.0
CHD9,632.0
RBMX,297.0
MAZ,153.0
OR4N2,179.0
GALNS,117.0
NME3,86.0
RP11-20I23.1,377.0
CACNA1H,898.0
RAB26,137.0
FANCI,126.0
SIN3A,142.0
ARPP19,72.0
SLC7A6,74.0
EIF3C,133.0
C16orf70,165.0
SCNN1B,614.0
CLUH,160.0
MTMR10,87.0
MPI,174.0
ZNF267,52.0
AC004381.6,212.0
RPUSD1,169.0
TRPV3,766.0
KIFC3,166.0
BCMO1,163.0
SNTB2,128.0
NOB1,67.0
FAM192A,165.0
CYBA,74.0
CLCN7,216.0
DOC2A,164.0
SLC9A3R2,151.0
CDIP1,29.0
LRRC36,634.0
CCP110,50.0
LMF1,150.0
KNOP1,199.0
RP11-77K12.1,85.0
ZNF19,64.0
RP11-1021N1.1,98.0
CCDC137,62.0
CDH5,111.0
SRRM2,185.0
MT1X,47.0
XPO6,162.0
RP11-347C12.1,50.0
SLC13A5,167.0
SURF4,189.0
ZNF768,510.0
SEPT1,71.0
LONP2,170.0
AIPL1,263.0
INO80E,189.0
TCF4,135.0
EIF3C,904.0
CNOT1,25.0
BAIAP3,1125.0
FAM192A,25.0
ZNRF1,52.0
ORAI3,78.0
DDX19B,33.0
STUB1,186.0
ALDOA,155.0
DNAAF1,248.0
POLR3E,110.0
COMMD4,114.0
CDAN1,95.0
CMTM2,52.0
NDRG4,328.0
SOCS7,582.0
CDH1,415.0
C16orf70,99.0
SPINT1,302.0
SEPT1,311.0
CHTF18,82.0
PRPF8,117.0
ZNF267,92.0
DEF8,66.0
SNAP23,150.0
BCL7C,294.0
GPR56,111.0
METRNL,230.0
IGHV3OR16-8,116.0
NETO2,526.0
FAM64A,280.0
GCSH,67.0
FBRS,373.0
C16orf58,141.0
SLC25A26,236.0
DPEP1,111.0
RNPS1,150.0
MLKL,176.0
ZNF821,63.0
NTHL1,237.0
ABHD2,56.0
PARN,66.0
NDRG4,358.0
GDE1,130.0
ARL6IP1,100.0
MAN2C1,184.0
RP11-345J4.5,250.0
HSF1,496.0
GPR56,50.0
CDH3,156.0
GPR56,154.0
IL4R,125.0
TOX3,166.0
NUP93,156.0
NME3,124.0
C15orf41,106.0
XX-CR54.3,238.0
PMM2,120.0
CNEP1R1,94.0
ABI3,192.0
SPNS1,178.0
ITGAM,165.0
YWHAE,234.0
UMOD,88.0
HEATR4,36.0
CLUH,73.0
HAGHL,173.0
VAC14,41.0
CLEC3A,51.0
ARL16,112.0
AHSP,57.0
SLC9A3R2,223.0
DNAAF1,59.0
ERN2,81.0
UQCRC2,133.0
RABEP2,245.0
ABR,165.0
C1orf234,122.0
FANCA,110.0
NRG4,110.0
HAUS2,205.0
SCAPER,191.0
RP11-1021N1.1,118.0
OXLD1,93.0
IST1,106.0
ZNF276,434.0
C16orf58,424.0
ELP5,109.0
RNF40,129.0
DOK4,122.0
RP11-166N6.3,69.0
CPT1A,134.0
CPEB1,35.0
TCF4,99.0
HAGH,259.0
RP11-343C2.9,156.0
AC004381.6,144.0
RPGRIP1L,1282.0
RSL24D1,66.0
ALOX15B,665.0
CNTROB,904.0
KDM6B,362.0
CCPG1,204.0
CARHSP1,131.0
FAM192A,160.0
BCKDK,88.0
AC004381.6,89.0
FAN1,431.0
ZNF106,1112.0
GPR56,199.0
PAM16,62.0
C15orf39,939.0
LCMT1,120.0
CMTR2,105.0
CDH11,222.0
ABCA3,210.0
ZFYVE19,307.0
BBS4,21.0
AC004381.6,172.0
USP10,150.0
NLRP1,1474.0
C16orf45,176.0
KCTD19,135.0
CENPN,177.0
SLC43A2,574.0
CETP,429.0
MPI,229.0
AATK,106.0
KIAA0753,70.0
UBE2G1,100.0
RPL13,64.0
BAIAP2,217.0
MMP2,252.0
HAS3,264.0
IRF8,153.0
MSLN,335.0
TLDC1,194.0
AIPL1,363.0
GABARAPL2,89.0
KCNAB3,102.0
AKAP1,140.0
MKL2,370.0
GOLGA8J,633.0
SCAMP5,124.0
GPR56,153.0
COX4I1,43.0
CDH3,82.0
RNPS1,139.0
GPR56,118.0
LYRM1,108.0
PKMYT1,147.0
ADCK5,198.0
NME3,58.0
CDH11,34.0
BLOC1S6,86.0
NAA60,180.0
KIAA0895L,206.0
HEXA,144.0
CENPN,77.0
IRF8,14.0
GALNS,170.0
TMEM219,100.0
KCNG4,257.0
CRISPLD2,450.0
HN1L,190.0
KIAA0556,56.0
TCF4,123.0
ATXN2L,1069.0
NFATC2IP,128.0
CENPT,115.0
ZNF646,55.0
SNX29,814.0
ERI2,157.0
TRAPPC1,75.0
KCTD5,247.0
GOLGA8N,597.0
NTAN1,46.0
RP1-18F17.1,437.0
C15orf39,21.0
PAQR4,200.0
TOM1L1,93.0
RAB27A,136.0
RNF40,174.0
CLN3,106.0
MTHFSD,85.0
ZKSCAN2,233.0
TRAP1,38.0
HERPUD1,160.0
RBBP6,158.0
LAIR1,281.0
GDE1,109.0
AMDHD2,269.0
ATXN2L,91.0
OVCA2,228.0
RNF166,166.0
HAUS2,180.0
SMG6,123.0
GPR56,100.0
PPP4C,267.0
SCAMP5,69.0
ZFAND6,148.0
TERF2,144.0
GAS8,117.0
C16orf91,66.0
GPR56,131.0
FANCI,253.0
LCAT,108.0
GOLGA8Q,633.0
COG8,99.0
HGS,263.0
MINK1,382.0
NAE1,131.0
TCF25,118.0
SPINT1,294.0
FAM96B,107.0
SCNN1B,297.0
CARHSP1,71.0
WDR59,156.0
ZFP90,33.0
TCF25,286.0
SALL3,1225.0
GABARAPL2,43.0
SLC39A4,623.0
ZSCAN10,57.0
CREBBP,182.0
ZC3H18,197.0
CDH3,42.0
ENTHD2,53.0
IRF8,220.0
PDPR,238.0
SURF2,257.0
FHOD1,29.0
GAS8,95.0
RSPRY1,45.0
VWA9,555.0
BBS4,281.0
NMRAL1,191.0
ZNF205,256.0
NXN,231.0
OBSCN,8924.0
SYNGR3,178.0
UMOD,30.0
DCTN5,156.0
RAB40C,38.0
ATF7IP2,74.0
TRBV7-9,116.0
ANKRD66,252.0
PARP6,565.0
KANSL1,122.0
MBTPS1,16.0
PIAS1,65.0
SULT1A1,86.0
USP7,909.0
CENPT,507.0
CTU2,587.0
LILRA6,465.0
C17orf61-PLSCR3,69.0
IGHV2OR16-5,119.0
CNOT1,277.0
DGKE,71.0
AKTIP,249.0
USP10,77.0
ACSM3,100.0
LCMT2,40.0
TMEM114,124.0
RNF167,72.0
FAM65A,589.0
RNPS1,212.0
DCTN5,85.0
CFDP1,50.0
NPW,128.0
DPH1,432.0
TERF2,245.0
ARHGAP11A,207.0
TUBGCP4,172.0
DEF8,134.0
AP1G1,209.0
UBE2G1,78.0
RPA1,153.0
CAPN3,188.0
SYNGR3,240.0
DGKE,178.0
DERL2,75.0
C16orf62,74.0
DOK4,100.0
PMF1,221.0
SPSB3,168.0
ARHGAP17,125.0
RNPS1,258.0
HSD11B2,59.0
KIAA0753,87.0
AMDHD2,296.0
ZNF276,356.0
MKRN3,183.0
CIC,144.0
KIR2DL2,433.0
ZC3H18,238.0
LITAF,137.0
DUS2,89.0
IRF8,223.0
FAM192A,82.0
MAZ,185.0
TANGO6,38.0
CNTROB,77.0
RBFOX1,75.0
NDRG4,158.0
BBS2,676.0
FAM173A,175.0
GSPT1,199.0
TRBV25-1,114.0
NEIL1,88.0
PRMT7,72.0
PRRT2,135.0
CTDNEP1,68.0
RHOT2,56.0
PELP1,100.0
TCF4,508.0
MGAT5B,111.0
SPNS1,574.0
MARVELD2,443.0
SLC26A11,197.0
KIFC3,190.0
CDK10,239.0
MARVELD3,149.0
CBFA2T3,35.0
AARS,280.0
VWA9,169.0
FLYWCH1,47.0
FBXL6,181.0
MYO9A,91.0
GPR56,103.0
RPS15A,101.0
C16orf92,115.0
CSK,65.0
SPINT1,313.0
MVP,58.0
MMP2,118.0
SLC12A3,1030.0
CCDC135,160.0
BFAR,207.0
SH2B1,201.0
SURF1,271.0
TERF2,283.0
DNASE1L2,254.0
PLA2G15,242.0
CMTM3,122.0
HAGH,240.0
ARRB2,113.0
XPO6,21.0
TRBV6-2,115.0
ADPGK,58.0
PDPR,38.0
SPATA22,3.0
ZWILCH,49.0
DUS2,124.0
BBS4,141.0
DEF8,177.0
C17orf61-PLSCR3,29.0
KCNAB3,43.0
MPV17L,53.0
CIAPIN1,49.0
TCF4,608.0
FAM96B,162.0
AP1G1,85.0
MACF1,7593.0
SYT17,143.0
TK2,143.0
SLC9A5,178.0
NFATC3,168.0
FBXL6,540.0
ZNF23,27.0
FCAR,228.0
RHD,464.0
FAM192A,140.0
PLA2G10,131.0
ZC3H18,197.0
MYBBP1A,70.0
KLHL36,115.0
DCTN5,54.0
ZNF865,1060.0
NDRG4,173.0
RP6-24A23.6,38.0
CLN3,167.0
PALB2,31.0
PAFAH1B1,15.0
FBXO22,160.0
ADAL,111.0
SYT17,93.0
IL34,218.0
ADAMTS18,186.0
FAM192A,27.0
KATNB1,276.0
CNGB1,214.0
HEXA,129.0
EPB42,148.0
MTMR10,304.0
PARP6,73.0
MAZ,79.0
AKAP10,64.0
GP2,163.0
OCLN,131.0
NUP93,178.0
ZNF106,816.0
ZNF688,143.0
TCF4,113.0
PHKB,229.0
TMEM87A,195.0
ORC6,204.0
TCF25,210.0
TP53TG3B,103.0
CDIPT,169.0
PLA2G15,298.0
AP1G1,248.0
PLA2G4F,297.0
RPS15A,50.0
ADCY7,17.0
SMG6,119.0
USP7,92.0
GNAO1,110.0
UBR1,73.0
NARFL,186.0
PLCG2,46.0
DERL2,145.0
DENND4A,1001.0
PPP1R27,115.0
CAPN15,185.0
EARS2,535.0
TRBV11-3,115.0
GOLGA8O,132.0
NOMO1,145.0
MVP,149.0
EDC3,92.0
BLOC1S6,178.0
SLC12A4,178.0
PLK1,58.0
KIR2DL3,342.0
ZFP1,29.0
DOC2A,80.0
ATF7IP2,26.0
CPSF1,205.0
CA10,43.0
GPR56,125.0
CENPT,277.0
HP,92.0
TERF2,86.0
CDIP1,53.0
CCER2,123.0
KLHL36,617.0
ZNF106,1069.0
LILRB4,448.0
ADAT1,161.0
RHOT2,156.0
CLN3,83.0
C1orf63,184.0
SRL,487.0
IFI16,74.0
CMTR2,90.0
GCSH,51.0
CMTR2,160.0
CNOT1,439.0
ATP2A1,42.0
ARHGAP11A,502.0
ZNF19,46.0
SLX1B,88.0
IFT140,121.0
E4F1,608.0
XPO6,17.0
CBFA2T3,62.0
PARP6,81.0
PRDM7,139.0
NUDT7,171.0
MYLPF,200.0
CDH3,60.0
ATP6V0D1,58.0
PRSS21,82.0
HSF1,92.0
TP53TG3D,8.0
CBFA2T3,121.0
PRSS21,82.0
PIGB,89.0
PRSS36,29.0
ZC3H7A,226.0
TEX38,140.0
GTF3C1,85.0
ITFG1,114.0
SNX29,283.0
C16orf13,134.0
ZNF19,23.0
SCAMP5,148.0
STARD9,222.0
SCAMP5,46.0
GOT2,60.0
ASGR1,30.0
ARL17B,88.0
LONP2,237.0
CAPN15,112.0
HDGFRP3,149.0
GPR56,90.0
SLC6A2,295.0
TMC5,43.0
MTHFSD,89.0
CAPN3,94.0
TCF4,144.0
CPEB1,114.0
C16orf59,172.0
MVD,52.0
HERPUD1,150.0
CAPN3,111.0
DGAT1,316.0
HGS,39.0
CYB5D1,101.0
DDX19B,485.0
CDH13,68.0
SHBG,58.0
KARS,87.0
SF3B3,58.0
METTL9,129.0
TMSB15B,81.0
TAF1C,538.0
SLC2A4,462.0
ZDHHC1,352.0
SPATA33,49.0
OSGIN1,164.0
LITAF,69.0
DOK4,54.0
P2RX1,58.0
HCFC1R1,99.0
NEIL1,153.0
MT3,93.0
ALDOA,278.0
MPI,176.0
XPO6,143.0
SCAMP5,95.0
PPCDC,130.0
RABEP2,44.0
UBR1,72.0
MLST8,199.0
ZNF821,67.0
DYNLRB2,126.0
RNPS1,157.0
PRSS54,186.0
TRPV3,56.0
CCL4L1,87.0
CCPG1,33.0
UBR1,63.0
MYO9A,141.0
USP7,118.0
CCNDBP1,310.0
ISLR2,5.0
FAM96B,37.0
HIC1,96.0
PDXDC1,271.0
GPR56,113.0
GPR56,77.0
HP,93.0
E2F4,122.0
HSD17B2,133.0
TLDC1,83.0
NEIL1,51.0
TOM1L1,199.0
FA2H,157.0
PARP6,125.0
TSR3,110.0
HP,348.0
GP2,141.0
DHODH,394.0
WSCD1,87.0
PLK1,174.0
MYO19,45.0
DERL2,80.0
ATP6V0D1,233.0
XAF1,123.0
NARFL,71.0
MPI,125.0
FBXL6,164.0
TK2,130.0
TRAP1,87.0
SALL1,35.0
DCTPP1,72.0
ELP5,118.0
PALB2,36.0
TMX3,64.0
PKM,367.0
KATNB1,208.0
IFT140,113.0
TGFB1I1,62.0
KIAA0753,249.0
DHX38,129.0
TYRO3,286.0
NUP93,141.0
CYLD,67.0
NDRG4,19.0
RNF40,962.0
TSNAXIP1,98.0
MKRN3,106.0
WSCD1,137.0
NAE1,162.0
ERN2,130.0
GGA2,117.0
DNASE1,76.0
RFWD3,25.0
SNTB2,192.0
PTPLAD1,401.0
ZNF778,48.0
MTHFSD,18.0
COX4I1,108.0
FAM214A,126.0
DEF8,442.0
CELF6,455.0
NPTN,152.0
UMOD,125.0
CLN3,184.0
CDC27,34.0
SLC12A4,20.0
MT1E,40.0
IGSF6,120.0
VPRBP,835.0
CCDC135,71.0
GLG1,306.0
SLC13A5,206.0
ZG16B,96.0
SEPT1,47.0
ITGAL,39.0
USP10,803.0
NAGPA,310.0
RBBP6,1008.0
COMMD4,111.0
MAN2C1,181.0
PIH1D2,252.0
MSRB1,152.0
QPRT,150.0
TMEM170A,107.0
NDRG4,285.0
MSLN,333.0
ZNF19,118.0
PML,241.0
GOLGA6L2,209.0
WDR59,48.0
MVP,220.0
GNAO1,95.0
NUP88,129.0
TGFBR3L,317.0
TRAPPC1,95.0
MYLPF,118.0
ETF1,208.0
RLBP1,72.0
CMTR2,132.0
CLK3,60.0
WWOX,37.0
PI4KA,2045.0
C16orf45,116.0
PHKG2,255.0
FHOD1,109.0
TBC1D3B,528.0
ZFYVE19,48.0
HMOX2,110.0
MKL2,192.0
WDR59,36.0
RP11-1220K2.2,2259.0
HERPUD1,110.0
ZNF469,3954.0
KIAA0556,249.0
DHX38,192.0
SCAPER,767.0
ARMC5,11.0
TMEM231,346.0
RP11-795F19.5,58.0
HLF,237.0
VPRBP,1135.0
YPEL3,138.0
SERPINF1,87.0
C16orf59,285.0
TIPIN,141.0
SHPK,840.0
TEX38,153.0
CCL4L1,88.0
CSK,110.0
SNUPN,100.0
SLC9A5,176.0
CHD9,91.0
CNOT1,2372.0
BCAR1,238.0
CCDC101,91.0
GPR56,42.0
MVP,40.0
SPG7,131.0
GPR56,198.0
ATF7IP2,399.0
KIF22,185.0
AMFR,165.0
DPEP1,107.0
GPR56,97.0
SLC6A2,513.0
MLST8,275.0
CNOT1,26.0
FBXL19,559.0
ATP6V0C,64.0
TRAPPC2L,60.0
RAB40C,237.0
SLC25A24,70.0
MAZ,197.0
LOXL1,432.0
VPRBP,34.0
GDPD3,43.0
TERF2IP,123.0
PCYT2,358.0
LRRC36,131.0
BCAR1,135.0
TUBB8,411.0
MT1H,86.0
GABARAPL2,58.0
SQRDL,125.0
STRA6,478.0
RNPS1,29.0
GALNS,79.0
MVD,92.0
NEIL1,64.0
MTSS1L,136.0
IGHV3OR16-13,117.0
SLC7A6,28.0
ALOX15,4.0
INPP5K,85.0
HLF,78.0
ADPGK,205.0
NSMCE1,138.0
IRF8,328.0
MGA,1174.0
RBL2,128.0
BLOC1S6,21.0
PRSS2,187.0
RAD17,506.0
PHKG2,88.0
ZNF19,417.0
MYO19,93.0
BBS4,51.0
ACTG1,133.0
ZZEF1,149.0
RNF166,157.0
TXNL4B,58.0
GPR56,91.0
SRR,100.0
RPL4,171.0
FANCA,215.0
KARS,102.0
CD276,146.0
CDT1,190.0
CTD-2349B8.1,77.0
NAE1,24.0
TBCD,69.0
EXOC3L1,81.0
FANCI,157.0
NARFL,53.0
N4BP1,142.0
HERC2,81.0
TCF4,139.0
METTL9,243.0
SLC25A24,478.0
PML,642.0
UBL7,115.0
CDAN1,348.0
PECAM1,230.0
CHD3,110.0
AKAP1,7.0
DDX19B,31.0
ATP6V0D1,114.0
RP4-758J18.2,93.0
ULK3,42.0
RNASEK,70.0
CORO1A,246.0
NDRG4,142.0
RP11-345J4.5,90.0
CLK3,239.0
AC037482.2,211.0
FCAR,254.0
FA2H,192.0
MYLPF,135.0
CIRH1A,143.0
GANC,103.0
TBC1D16,131.0
SCPEP1,176.0
NOMO2,81.0
MAF,384.0
MYO7B,90.0
GPR56,95.0
KLHL36,62.0
ZNF598,91.0
RBFOX1,189.0
EPHB6,1023.0
AC004381.6,78.0
COMMD4,53.0
CLK3,117.0
CARHSP1,126.0
SCAMP5,98.0
EPN2,578.0
NFATC3,1061.0
CLK3,19.0
CCL4L1,65.0
SIN3A,18.0
CRISPLD2,112.0
GOLGA8S,626.0
ALG9,214.0
KIFC3,132.0
XPO6,1112.0
DOK4,103.0
GPR56,98.0
MYO9A,194.0
STOML1,92.0
CDR2,63.0
ZSCAN32,229.0
TMEM219,170.0
MMP2,23.0
ATP6V0D1,227.0
POLR3E,688.0
KARS,105.0
TMEM87A,41.0
CCPG1,153.0
PIAS1,161.0
TRBV6-3,115.0
MT1F,45.0
RP11-247C2.2,104.0
ITPRIPL2,128.0
CAPN3,256.0
LILRB4,450.0
SPG7,71.0
PRR14,243.0
SCAMP2,279.0
RP11-680G10.1,61.0
RAB11A,199.0
FEM1B,4.0
FAM219B,113.0
COMMD4,211.0
ABAT,516.0
ARHGAP17,129.0
CEMP1,49.0
SLC38A8,262.0
E4F1,209.0
PARN,109.0
COG8,224.0
NDE1,126.0
CNGB1,127.0
NEIL1,82.0
PPP4C,57.0
WI2-2610K16.1,856.0
CORO7,47.0
FAM65A,156.0
BCKDK,218.0
NPTN,184.0
CIRH1A,79.0
NDUFB10,162.0
TOPBP1,51.0
CRISPLD2,19.0
NOMO2,224.0
NSMCE1,193.0
SCAPER,76.0
ZNF106,851.0
VPS35,42.0
COX4I1,43.0
GGA2,224.0
SNAP23,128.0
INO80E,228.0
LINGO1,35.0
COX5A,154.0
MLST8,202.0
NDRG4,41.0
MTMR10,51.0
MAP1LC3B,69.0
CCDC135,94.0
BFAR,326.0
RAB40C,188.0
GTF3C1,140.0
BRICD5,261.0
WI2-2610K16.1,966.0
ADCK5,581.0
RAB27A,185.0
CDR2,234.0
GPR97,70.0
ZFYVE19,57.0
FAM219B,197.0
AQP8,256.0
ZNF19,389.0
STOML1,91.0
GBA,537.0
CENPT,6.0
POLR2A,567.0
TOM1L1,107.0
INO80E,245.0
MKRN3,29.0
AC126327.6,496.0
MVP,42.0
RAB11A,82.0
CNTROB,27.0
RPUSD1,184.0
GPR56,98.0
ARMC5,599.0
CBFB,61.0
CHD9,123.0
VPS53,238.0
CLDN7,129.0
LILRA6,482.0
GPR56,114.0
E2F4,146.0
SPATA33,28.0
ADAD2,267.0
DEF8,150.0
MTHFSD,234.0
RAB40C,157.0
ZNF821,403.0
NUP93,151.0
TMC7,759.0
C9orf96,681.0
ZDHHC7,141.0
C6orf229,231.0
APOBR,1098.0
LITAF,76.0
NSMCE1,144.0
TK2,89.0
SENP8,37.0
SNUPN,210.0
TUBGCP4,67.0
ESRP2,728.0
ASGR1,95.0
LDHD,36.0
ACSM2B,150.0
FAM192A,96.0
RPAP1,180.0
STUB1,214.0
POLR3E,64.0
RNPS1,302.0
ZZEF1,67.0
NUPR1,44.0
NSMCE1,74.0
NAE1,65.0
UBE2I,137.0
MTHFSD,174.0
CORO7,47.0
SLC52A2,1.0
CORO7-PAM16,1049.0
KIFC3,105.0
PKD1,607.0
ATP6V0D1,41.0
SLC39A4,648.0
CYBA,145.0
TBC1D24,183.0
ABCC1,1441.0
KARS,68.0
ELP5,246.0
TDRD12,113.0
KPNB1,23.0
TLK2,176.0
RANGRF,119.0
FAM195B,79.0
CAMTA2,164.0
LRRC45,189.0
GREB1L,176.0
CNDP2,122.0
RNF138,80.0
SNRPN,169.0
SREBF1,66.0
ABCC6,83.0
CES5A,526.0
MED24,24.0
TMEM256-PLSCR3,272.0
DDX5,52.0
UBE2G1,50.0
ACE,146.0
NF1,207.0
LLGL2,106.0
SLC16A3,307.0
FAM230A,83.0
GEMIN4,70.0
METTL4,90.0
NDEL1,197.0
SLC25A19,182.0
GPS1,168.0
MIF4GD,155.0
LILRB3,649.0
ZC3H7A,93.0
FLYWCH1,94.0
PITPNA,83.0
PLD2,198.0
SERPINF1,138.0
OGFOD3,96.0
PIH1D2,185.0
EIF4A1,75.0
LGALS9C,36.0
LILRA6,633.0
STARD6,97.0
SENP3,83.0
HOXB8,243.0
STRA13,67.0
NPLOC4,111.0
PTP4A1,45.0
FBXO15,37.0
MPRIP,29.0
RMI2,28.0
KIR3DL1,445.0
CTD-2370N5.3,124.0
SLC12A4,55.0
POLI,741.0
FBXO15,124.0
SAT2,137.0
ABHD12,195.0
PLD2,923.0
CEP112,14.0
GLOD4,37.0
PSMC5,128.0
AC012314.1,720.0
RP11-192H23.4,123.0
PSMD12,43.0
NDE1,110.0
SAP30BP,93.0
KIAA0195,57.0
PSMD11,91.0
CEP95,135.0
PGAP3,70.0
SPACA3,147.0
TXNDC17,81.0
ZNF521,185.0
MIF4GD,171.0
SLC26A11,133.0
XAF1,142.0
CTD-2626G11.1,602.0
GAS7,141.0
CORO6,74.0
AMZ2,206.0
SPAG7,177.0
BZRAP1,296.0
LRRC48,58.0
NT5C,183.0
CWC25,158.0
PLD2,172.0
BCL6B,111.0
CTC1,125.0
RAC3,136.0
MKS1,229.0
TXNDC2,83.0
C17orf75,76.0
RP11-723G8.2,67.0
C17orf75,397.0
SNX11,177.0
BAIAP2,554.0
TRAPPC8,155.0
LILRA6,633.0
NPLOC4,136.0
KREMEN2,382.0
DCC,1077.0
URI1,41.0
LILRB3,644.0
ORMDL3,129.0
SKAP1,93.0
C19orf47,423.0
ZNF626,529.0
LGALS9,115.0
SREBF1,32.0
ZSCAN32,186.0
SLC9A3R1,36.0
SERPINF1,91.0
CSNK1D,44.0
NOL11,271.0
MPDU1,152.0
CHD1L,617.0
AMZ2,197.0
MAGEA10,58.0
SS18,36.0
CLUH,165.0
UBB,43.0
BAIAP2,180.0
PAFAH1B1,82.0
PITPNA,66.0
DDX5,615.0
WDR45B,175.0
LGALS9B,52.0
DHX38,143.0
ULK2,22.0
CES1,567.0
MICAL3,190.0
CDH8,81.0
TMEM199,90.0
CDK5RAP3,125.0
LLGL2,87.0
FLII,118.0
ERBB2,1056.0
LRRC59,63.0
EPB41L3,127.0
FAM72C,150.0
FAM104A,97.0
NAT9,56.0
CASKIN2,26.0
TMEM241,103.0
GGT6,346.0
FTSJ3,68.0
ACE,282.0
PITPNM3,117.0
NOSTRIN,429.0
SPAG5,239.0
PCGF2,67.0
MYO1C,170.0
MSI2,152.0
NAA60,106.0
RAD17,671.0
KCTD1,208.0
DCXR,101.0
HCFC1R1,120.0
PRPSAP2,93.0
C17orf62,85.0
MKS1,49.0
SLC25A19,151.0
ADAP2,388.0
SMARCE1,101.0
RSL1D1,47.0
RPL36,68.0
AURKB,124.0
CNDP2,88.0
FAM83G,142.0
CTDNEP1,223.0
STRA6,88.0
ZC3H7A,77.0
ARHGAP28,202.0
KSR1,131.0
CHRNB1,381.0
URI1,122.0
ZNF236,460.0
EIF4A1,85.0
HEXDC,78.0
AKT2,99.0
SLC39A11,228.0
FUK,146.0
ARHGAP17,236.0
THOC1,252.0
SGSM2,317.0
FBXL20,116.0
TP53I13,185.0
FCAR,240.0
KPNB1,60.0
HLA-G,342.0
KCNH6,995.0
NAA60,120.0
OR1D5,313.0
RPH3AL,83.0
SCRN2,272.0
COX11,52.0
SHBG,114.0
KIR3DL2,439.0
HELZ,104.0
PIEZO2,178.0
RASSF5,351.0
EDC4,136.0
TNFAIP1,157.0
CDC27,104.0
INPP5K,158.0
ZC3H7A,60.0
CLUAP1,201.0
ATP1B2,167.0
RBM4,156.0
ABHD3,357.0
RP11-861L17.3,69.0
SIRT7,117.0
FAM222B,179.0
EPB41L3,162.0
NAT9,208.0
SS18,130.0
NOSTRIN,564.0
HSD11B1L,189.0
PNPO,47.0
INPP5K,100.0
PNRC2,57.0
CWC25,4.0
CDH8,745.0
PHF23,6.0
MPO,87.0
MYO15B,67.0
SLC16A3,80.0
C17orf62,119.0
RPL17,138.0
TXNDC11,148.0
GPS1,45.0
AKAP1,204.0
STARD6,76.0
ZSCAN32,425.0
CU234142.1,304.0
EPN2,350.0
MED24,143.0
STX8,112.0
RP11-595B24.2,91.0
RP11-94B19.4,57.0
EIF5A,147.0
STARD3,162.0
TBCD,211.0
ATP9B,232.0
CD7,222.0
PPP1R1B,145.0
CNDP2,90.0
AKAP10,138.0
BPTF,70.0
PHF12,130.0
PLD2,49.0
UBBP4,26.0
ZBTB14,165.0
SEPT4,332.0
RAB31,60.0
TBC1D29,151.0
IFT20,72.0
SCPEP1,95.0
TBC1D28,16.0
KIR3DL3,411.0
TBCD,109.0
DMTF1,179.0
STRA13,76.0
