Gene,Theoretical Peptide Count
ATP1A1,185
PLEKHG5,229
NPIPA5,102
CINP,33
LDHC,46
SLC13A2,1
CCDC91,37
SLC2A14,17
MAN1B1,143
RARRES3,1
GRIA3,117
CTD-2140B24.4,92
ANAPC5,74
DDB1,39
RP11-283I3.2,1
CORO1C,1
CTA-109P11.4,1
RP11-175P13.3,1
KMT2D,1
RP11-968A15.2,1
RNFT2,1
ERGIC2,38
RP11-603J24.6,1
MBD6,9
RAB3IP,42
MGA,610
CERS5,15
RP11-887P2.5,1
AC138688.2,28
DCTN2,1
FAR2,86
COL11A2,297
TENC1,1
HOXB9,15
SMARCD1,1
RP11-20L19.1,1
RP11-54A9.1,1
LIMA1,105
PRPF40B,1
NRD1,125
PFKM,29
RP11-536C10.9,1
SLC11A2,5
DDIT3,20
PPHLN1,1
GTSF1,1
KRT4,1
TMEM106C,24
LETMD1,1
MRPS36P5,1
SNRNP70,1
R3HDM2,81
ANKS1B,26
PBX2,86
UCP2,31
RP11-234B24.6,1
PLXNC1,88
TRIM10,102
ATE1,90
POU2F3,65
SLC44A4,92
KRI1,62
CR759784.1,25
PRR20C,28
RIMKLB,76
C1R,24
TCEB1P32,1
FUT8,1
ALDH1L2,1
BX005432.1,1
TEAD4,33
BTNL2,37
SLC8B1,17
RACGAP1,13
PCBP2,1
GNL1,78
TRPT1,17
LINC00661,1
ARHGAP23,19
MMP19,14
RP11-797M17.1,1
RP11-436I9.3,1
RP11-493P1.2,1
C12orf44,20
SPARCL1,17
BLOC1S1,40
PFKM,37
POR,107
RP11-536G4.2,1
XRCC1,125
FRS2,1
GRASP,1
ITIH1,127
KCTD10,36
AC040173.1,1
WDR90,9
BACH1,1
CR812479.1,1
PIWIL1,40
RAD51AP1,64
RP11-762I7.5,139
POC1B,21
RBL2,123
C12orf10,23
HLA-DPB1,15
SLC16A7,7
RP11-186F10.2,1
RP11-1143G9.4,1
TMEM234,17
MIR3180-4,1
RP11-579D7.4,1
TM7SF3,7
TMTC3,55
TENC1,240
EPYC,45
BX511262.3,1
TROAP,28
ANKS1B,144
CCER1,9
SDSL,11
C12orf74,37
SLC16A7,13
NAA25,26
WIF1,32
RP11-972L6.2,1
CDK17,46
TMEM134,24
IRAK3,17
CERS5,13
RP11-697H9.3,1
RP11-705C15.4,1
SLC13A2,55
DEPDC4,76
RP11-164H13.1,1
RP11-13A1.2,1
TUBA1A,5
BLOC1S1,17
RP1-267L14.3,1
COQ5,15
RP11-397H6.1,1
WDR90,41
HSP90B1,1
PPP1R37,38
BRF1,69
IGFBP6,1
AL662867.3,1
PAN2,1
CNOT2,11
RP11-585P4.5,1
AICDA,63
FAR2,1
YLPM1,1
CR753815.1,1
CR759904.1,11
UBAP1,98
C12orf66,78
ORAOV1,9
VDR,32
TRAPPC2P1,28
RARG,1
RP11-390N6.1,1
TARBP2,38
MYBPC1,1
VIPR1,70
PGA4,5
RP11-146E13.4,1
TARBP2,42
BX927214.1,1
C6orf205,15
TARBP2,1
COL11A2,301
NAA25,9
PPP1R12A,1
RP11-272B17.1,1
DRAM1,9
TOMM40L,40
FOLR3,15
CHPT1,5
FARP2,149
TROAP,68
UBAP1,103
M6PR,9
CERS5,39
RP11-654D12.3,1
TMED3,27
RP11-536C10.13,1
FCHSD2,31
RP11-259O18.4,1
MGST1,23
FANCA,52
AL773535.5,1
NR4A1,110
NLRP2,11
DGKA,1
CRHR1,5
RP11-983P16.4,1
WSCD2,27
SLC11A2,1
NUTF2P2,1
OAS1,80
CHST11,86
RBM7,42
SCYL2,145
MON2,1
KDM6A,209
NUP37,1
RP11-274M17.2,1
RP11-1103G16.1,1
HLA-DQB1,50
WBP11,1
MYBPC1,242
ESYT1,1
HVCN1,46
TPCN1,51
MYBPC1,267
ORMDL2,1
TSPAN31,1
FAM19A2,29
C12orf79,1
CR762481.1,1
LINC00935,13
CCT2,1
CHURC1-FNTB,68
RP11-80N2.2,1
XRN1,56
CR753309.2,1
SLC25A3,29
CTD-2252P21.1,1
RP11-171L9.1,1
DIP2B,17
FGFR1OP2,52
TMEM106C,1
UTP20,1
SLC44A4,92
C2,72
LMBR1L,1
RP11-735A19.2,1
RP11-497G19.3,1
OAS3,1
ENDOU,62
MED23,160
DOK2,45
RPLP0,1
POLR3B,1
RP11-755O11.2,1
MAP3K12,1
FAIM2,27
SLC8B1,58
FGD4,13
KIF21A,125
BX927168.1,24
RP11-654D12.2,1
HLA-DQB2,43
TAS2R38,58
IFT81,190
TDP1,63
M6PR,25
MAN1B1,122
RP11-368J21.3,1
PTPRB,302
FBXO21,99
TRPT1,32
TGIF1,45
RP11-7N14.1,1
ARHGAP9,1
OLFM1,29
E2F7,41
RP11-641A6.3,1
ODF2,216
SUOX,1
AC138688.3,24
OR6C68,43
RP3-416H24.1,1
ORC3,126
TWF1,1
ST7L,88
PPT2,55
AL845509.3,1
CDH4,113
ROR1,55
ANKRD33,24
TM7SF3,19
MOG,44
ETV4,66
ZBED6,167
CR753842.2,1
RP11-536C10.14,1
RP11-848D3.4,1
NAP1L1,1
DNAJC14,13
RP11-408I18.9,1
HAL,49
CCDC41,1
NPIPB3,53
GPN3,13
RP11-123K3.4,21
CBFA2T2,33
C12orf44,34
BX927214.5,1
AL901607.1,15
HLA-DQB1,40
CRIP2,1
ARL1,15
LETMD1,52
MARS,15
RP11-263K4.1,1
PPP1CA,33
GIT2,101
TMEM117,1
RP11-359M6.1,1
PIP4K2C,38
RCBTB2,51
C12orf79,29
ACTR6,19
RP11-587P21.3,1
RP11-603J24.5,1
TRIM39,110
TMPRSS12,64
NDUFAF6,75
C17orf70,19
DEPDC4,60
ATF7,9
ZFC3H1,1
ESRRA,39
PPFIA2,1
CTD-2311B13.7,1
ITGA5,1
AC139677.1,34
RP11-121J20.1,1
CNPY2,1
ERBB3,1
RPL3P13,1
POC1B,28
DCTN2,32
PPP1R10,88
HHAT,48
TGIF1,1
FRS2,39
CD63,9
RNF39,51
PUS7L,57
C6orf205,15
COLGALT2,115
BX936369.5,1
RP11-570L15.2,1
AL805913.1,11
AL662822.6,1
RASSF8,50
SLCO1B7,17
RPLP0,39
SDR39U1,1
ANKRD33,1
PLBD2,88
MBD6,57
AVIL,33
TAOK3,12
CYP27B1,1
CTD-2213F21.3,1
CS,1
RDH12,1
B4GALNT1,1
ELK3,1
APAF1,253
C12orf76,11
PCBP2,34
ERCC8,46
SPATS2,9
ASIC1,1
CR388229.1,1
PXMP2,27
CALCOCO1,15
TUBB,70
ZHX3,168
RP11-562L8.1,1
APAF1,1
LRP11,43
RP11-804F13.2,1
RNF41,9
DGKA,31
RP11-554D14.1,1
BRD2,170
FAM186B,64
COL11A2,297
VARS2,158
AAAS,1
LTA,23
CPNE8,7
ATP5B,1
FBXL14,1
PTCH1,13
GLYCAM1,1
LRRC37B,130
COL11A2,63
NACA,100
SPRYD3,16
NUMB,101
AL139385.1,1
METTL25,1
UBE2N,1
CERS5,57
RAD51AP1,1
IRAK4,14
PPP1CC,1
FGD6,310
CTD-2314B22.2,1
CS,7
SART3,23
NR2C1,1
PCK1,63
RP11-266O8.1,1
ARFGAP1,37
DNM1L,1
MSH5,49
ACSS3,69
CNOT2,34
RPS6KA3,158
DDX39B,75
DHX36,241
MUCL1,11
TRAPPC13,73
TPH2,1
RP3-461F17.2,1
RP11-176H8.1,17
BRF1,1
MTM1,119
AC013269.1,1
MAP3K12,3
C8B,118
RPH3A,155
PRIM1,1
HLA-DMB,5
CCDC53,13
RP11-956A19.1,1
MAP3K4,324
AC139677.2,26
AC073343.1,113
PBX2,94
PFKM,36
CPSF7,13
PPP1CC,65
ROBO3,45
CERS5,22
LUC7L3,134
C12orf75,21
RP11-347C12.1,53
JPH4,49
RP11-856F16.2,1
CNTN1,1
SPATS2,17
XRCC6BP1,1
MCRS1,13
BRF1,139
CDK17,33
BX088523.1,12
BTNL2,27
LIMA1,1
PIGT,50
GALC,97
CR759890.2,1
CNOT2,1
RIC8B,9
LMO3,29
CNR1,15
XPNPEP3,100
UBE2N,21
DAZAP2,1
RPH3A,30
DNM1L,37
ZNF516,3
PBX2,82
RP11-17G12.3,1
SLC17A8,1
MOV10,21
VTI1BP3,1
IFT81,1
PMEL,39
UHRF1BP1L,27
RP11-536C10.19,1
GCN1L1,1
CALCOCO1,1
AL662822.1,1
M6PR,13
SERPINB11,79
RBFOX1,40
AC225613.4,49
RP11-641A6.8,1
ZNF740,1
ARNTL2,117
SLC11A2,19
RP11-552I14.1,1
ERBB3,103
BAZ2A,1
SUOX,11
TK2,69
YARS2,1
C6orf118,79
WDR90,266
CSRP2,1
AC104809.3,80
FAIM2,15
BCDIN3D-AS1,1
DDX54,1
C16orf93,23
PACS2,76
CR762481.5,1
DCTN2,37
DNAI1,40
C6orf136,109
TMEM19,25
PACS2,30
METTL25,41
PARD3,334
TARBP2,21
TRIM62,85
TMEM119,17
NUMA1,9
POU5F1,21
JAG2,1
STK19,74
CLASRP,208
TGFBR1,15
PACS2,1
FICD,17
NUBPL,39
RHEBL1,23
ATP9B,83
VEZT,17
PFKM,40
CR936918.1,1
THAP2,44
ACADVL,141
CD36,53
OS9,1
CD163L1,13
AL049543.1,15
CR762481.3,1
AP000974.1,47
CNOT2,9
RP11-158L12.5,1
LRMP,1
COL11A2,291
HRK,5
CUX1,296
PMEL,1
SMARCC2,1
TIMM50,50
ARSE,92
RNF165,38
SLC11A2,64
RP11-362K2.2,25
COPS7A,11
DYRK4,137
PRRC2A,407
LSM14A,112
NAP1L1,54
RND2,58
RP11-1022B3.1,1
SLC3A2,31
SLCO1B3,79
RP11-881M11.2,1
COQ5,1
SOCS2,37
RP11-813P10.1,1
OAS3,54
SLC48A1,7
KRT74,130
AL513327.1,1
PRKAG1,7
SLCO1A2,17
RDH5,1
RAD52,15
SMAD5,78
ARHGAP9,149
RP11-644F5.10,11
WSB2,9
FOLR3,1
FMNL3,1
LTA,21
AL935156.1,5
OS9,7
TUBB,70
PACRG,25
WWP2,1
DDX54,54
UGT2B15,104
MCRS1,71
MVB12B,55
ARL17,19
PFKM,31
ARMC6,75
ACAD11,71
P2RX5,98
RP11-341G23.4,1
RP11-540D4.3,1
COL11A2,301
CR753835.1,1
CALU,77
ACACB,181
RP4-605O3.4,1
HLX,61
KIAA0430,27
TTLL3,171
CR753509.1,1
CCDC63,1
OVCH1-AS1,40
AL805934.1,1
HAL,47
RHOF,1
NDUFA12,19
METTL21B,13
PRDM4,19
NCAPD2,288
CELF1,19
CTD-2311B13.8,1
HLA-DQA1,31
C8orf47,11
RPS26,1
RP11-96H19.1,1
WDR81,80
PTCH1,23
NUMA1,100
MAPKAPK5,1
C12orf4,17
CR759814.1,1
SLC16A7,67
SLC8B1,9
RP11-274M17.3,1
HECTD4,11
HNRNPA1,1
SPRR3,32
WSB2,39
SEMA7A,127
HLA-DPB1,55
TWF1,66
SMARCD1,70
RP11-466C23.4,1
AICDA,26
CRADD,1
NR4A1,23
DYNLL1,16
RNASEK,9
DIP2B,1
CDHR3,145
CYP4F12,12
OLR1,37
LACRT,15
PDE2A,164
DUXAP10,1
PFKM,1
TMPRSS5,63
SMCR5,1
SPATS2,1
C12orf42,1
AL662822.9,1
LETMD1,83
RERG,47
RPL18,85
ERC1,323
MARS,20
SLC16A7,5
VARSL,193
SCAF11,256
TMEM116,5
AL844853.1,19
SLC2A14,19
RP11-620J15.3,1
AC007115.3,1
SLC38A2,1
PUS1,1
RP11-70F11.8,1
COQ10A,54
KIAA0430,5
AC217770.1,1
GRAMD4P3,1
IKZF4,1
PRRC2A,407
NFYB,1
LMO3,33
C1RL,51
HLA-DRA,40
RPLP0,41
PPP1R12A,38
RP11-511B23.2,1
DDX24,167
HLA-DPB1,15
LARP4,22
DCN,31
LSM3P2,1
SNRPF,23
MROH7,102
HTR5A-AS1,29
TM7SF3,24
KANSL2,39
PLXNC1,25
CD163L1,37
AL773535.2,1
RP11-121E16.1,1
FKBP11,43
MDC1,44
PRB1,11
RP11-43D4.2,1
ADCY6,1
AL662822.5,1
WDR83,34
MRPS35,7
SLC16A7,17
HLA-DMB,13
ZNF385A,21
C14orf177,1
PTK6,86
RP11-812D23.1,1
AGAP2,44
BX927168.3,36
AC139677.3,1
GLTP,41
GRIP1,43
MYBPC3,273
C12orf29,1
HTR2A,79
MBD6,23
RP11-297L6.2,1
UBC,29
ENPP3,50
NR2C2AP,17
ZCRB1,1
UEVLD,67
ARHGAP42P5,1
HMBS,13
TRBV7-1,31
SCAF11,314
MTM1,97
RACGAP1,15
RP11-793H13.3,1
CR759912.1,1
ALG10B,7
RP11-231C14.5,1
ASH2L,117
MRPL42,11
C3AR1,13
UHMK1,59
RPL18,1
GGTA2P,1
CACNB3,37
ZNF816,35
VWA7,104
SOS2,273
TSPAN8,1
RP13-608F4.8,1
RPL18,26
ARFGAP1,67
RAB5C,1
RP11-87P13.2,1
RGL2,116
RNF41,1
COMP,1
PLEKHM1,51
TMPRSS11D,45
NPIPB1P,1
CEP290,57
ATF7IP,167
SLC5A11,76
GIT2,1
SLC38A2,42
RP11-357K6.1,1
CYP21A2,92
BICD1,27
CHMP1A,1
RP11-321F8.4,1
UHRF1BP1L,17
IL32,51
NEK3,1
RP11-478C19.2,1
TRAFD1,39
RP11-266O15.3,1
SLC38A10,13
VPS29,45
SLC38A2,15
PEBP1,1
PPFIBP1,17
ZNF175,11
RP11-588H23.3,1
MTA1,15
NELL2,1
BAZ2A,32
NTNG1,85
ASPG,92
CHST11,19
SLC25A3,17
AKT1,100
SLC24A1,155
WSCD2,1
BCKDHA,21
DDX23,58
NTN4,36
NPAS3,1
SYTL1,108
RP11-123M21.2,1
RPL41P2,1
ACSF3,51
RAD51AP1,64
FDXR,92
RPAP3,1
RP11-129J12.2,1
TROAP,28
RP11-125O5.2,15
IGFBP6,47
SDSL,3
TRIM39,102
PAWR,14
CIT,59
BX927214.4,1
KDM3B,169
TMEM52B,9
PPIAL4D,46
MAP7,206
TMEM106C,17
PPP1R18,106
RP11-386G11.3,1
RP11-116N8.4,1
NPC1L1,160
GLIPR1L1,1
MELK,150
PMEL,27
OSBPL8,25
OR10C1,32
ABLIM2,128
UHRF1BP1L,1
SLC2A14,21
HMGA1P3,1
AVIL,17
PHOX2A,15
TMEM138,9
RAD9A,51
ATF7IP,189
INADL,37
MGAT4C,1
AICDA,1
TMEM119,3
KRR1,1
ZDHHC17,1
ZNF433,19
RP11-56G10.2,1
HSPA1B,129
RPLP0,31
DPCR1,107
ANKS1B,76
RNASEK,7
ZNF273,13
CCDC77,125
YLPM1,362
MYO1C,267
RP11-228G3.1,1
DAZAP2,7
MCRS1,12
PTPRB,15
DEPDC4,1
SYT1,22
CRADD,26
HAUS8P1,1
NUAK1,36
DTX3,17
GALNS,66
HLA-DQB1,53
ARHGEF17,37
RP11-44N21.1,1
RXRB,96
ZNF124,94
RP11-511H9.3,1
VEZT,9
NR4A1,16
PFDN5,1
CCT2,116
KRT72,54
RBFOX1,69
C12orf55,88
RP11-231C14.4,9
VPS29,1
POU5F1,5
GS1-410F4.4,1
OR7K1P,1
ORC5,72
GLIPR1L2,68
RP11-785H5.2,1
OTOGL,26
GSN,155
COQ10A,1
TNXB,568
CRHR1,74
CCDC64,1
PRR4,10
KIN,87
NEMF,258
CR753842.1,19
SS18,5
CPM,1
IRAK4,20
RP11-626I20.3,1
AQP6,13
PLA2G4E,1
CR382280.4,1
RRAS2,57
AC021593.1,1
NAV3,1
SLC38A4,37
C12orf75,1
KCNJ15,5
CTPS1,68
TARBP2,23
GLI1,161
SLC41A2,1
PRRC2A,407
C12orf54,1
AL845557.1,1
NACA,1
MRPL42,35
DRAM1,11
COPZ1,23
CTD-2314B22.1,1
MYO1A,241
NCKAP1L,97
AC139677.4,13
CHSY1,1
C12orf10,1
SLC8B1,1
SLC8B1,64
ABCB9,24
SYF2P1,1
RP11-864J10.4,1
CCDC132,202
ZMYND11,155
TUBA1C,1
CR759912.5,1
RP11-603J24.14,1
LUM,1
TGIF1,30
TMPRSS5,51
METTL3,55
RHOF,20
CABP2,13
RP11-272B17.2,11
RP11-776A13.3,1
ZDHHC17,25
RP11-386G11.5,1
RP11-624G19.1,1
TMEM119,5
KANSL2,9
FAM214A,241
C12orf44,1
FRY,67
MPDZ,328
RP11-753H16.3,1
LLGL2,1
CHURC1,24
AC127032.5,32
ZNF385A,54
RIMBP2,1
PAN2,17
CCT4,116
RP11-1028N23.4,1
SVOP,11
IFNGR1,74
LETMD1,17
MARS,15
TMCC2,137
PCED1B,19
CORO1B,33
TEKT3,13
CTDSP2,37
PXMP2,38
PRKAG1,50
ATG16L2,31
RP11-776A13.2,1
SMPDL3B,61
MED13L,1
CRY1,1
RP11-818F20.5,1
MKNK1,38
CALCOCO1,21
CR759928.1,1
NR2C1,13
PMEL,72
CCDC91,89
IPO8,13
MTHFSD,43
ANO2,198
PFKM,15
SKIV2L2,214
RFX4,57
CACNB3,1
MIR3180-3,1
CHST11,1
TSPAN19,11
TRIM31,103
ARFGAP1,13
RPH3A,5
CELF6,49
RP11-139E19.2,1
AVIL,1
C19orf67,1
MDC1,346
PTP4A1P2,1
CR388372.5,1
BAD,23
MMP17,27
RP11-444B24.2,1
IRAK4,1
C12orf76,1
ANKS1B,78
CR354443.1,19
RP11-493L12.5,1
RAB5B,1
MYL6,7
PFKFB2,117
RP11-603K19.1,1
TCTN1,11
CT476828.11,1
CHURC1,21
P2RY6,17
MNX1,46
CCDC41,1
ANKRD13A,19
SLC25A3,29
DTNB,84
EMX2,1
METAP1,59
MTERFD3,15
KLRC4-KLRK1,12
TDG,59
OVCH1-AS1,1
RP11-219B4.6,19
HAL,1
ZNF878,143
NLRC5,17
RPL6,1
ZDHHC17,29
PCBP2,49
AL662822.4,1
KCNJ15,13
IFNGR2,3
DAW1,74
TMEM91,7
RP11-454K7.1,1
RP11-413B19.2,1
COL4A6,241
TDP2,85
CS,21
RP11-1028N23.2,1
MEIS1,20
P2RX7,129
RP11-767I20.1,1
NAV3,49
KRT18,1
PAH,1
FRS2,9
UHRF1BP1L,41
NAP1L1,63
AC217770.3,90
RBFOX1,40
CR382280.1,1
CALCOCO1,145
ATF1,7
CAPS2,7
TUBA1A,1
UGT3A2,45
ANAPC5,46
GRAP2,61
STK38L,15
ELP2,7
MTUS1,128
RP11-993B23.1,1
YAF2,22
RP11-650K20.2,1
SLC35C2,58
ACSS3,1
RAB35,40
PTPRQ,67
CACNB3,26
ENO2,71
RP11-338E21.3,1
RP11-148B3.2,1
RPEP6,1
DTX1,1
RNF39,53
DTX3,79
TRIM39,134
TFB2M,32
RP11-45F15.1,1
NKX2-2-AS1,1
RP1-228P16.4,1
RP11-476M19.3,1
UBE2N,39
RP11-496I2.2,1
DTX3,50
ISYNA1,64
RP11-154D9.1,1
LOH12CR1,45
RORA,19
TMBIM6,10
WIZ,187
C14orf23,1
RP11-75L1.6,1
DCP2,57
HEATR5A,141
PLCZ1,29
FOSL2,56
RP11-560G2.2,1
LETMD1,35
LARP4,9
METTL7AP1,1
PDK1,82
ADCY6,13
EPYC,1
CHD4,455
CPM,49
MDC1,347
INADL,93
GLRA1,83
KRT6A,1
RP11-116N8.1,1
RP11-72J9.1,1
LIMS2,86
CR388372.4,1
QKI,47
CSRNP2,10
SPPL3,9
METAP2,31
METAP2,101
RP11-367O10.1,1
AC005086.2,1
APPL2,11
SDSL,35
NACA,31
BX927214.6,1
RAB5B,19
DDB1,19
CR812479.2,1
MRPL21,5
AL773543.1,1
RTN3,19
PIP4K2C,40
NAA25,1
EIF4B,123
MYBPC1,267
RND1,1
SEC23A,137
SPATS2,5
TSEN54,55
OSBPL8,1
HLA-DOA,9
AL670886.2,1
RP11-1041F24.1,1
ZDHHC17,5
RP11-756H6.1,1
RPLP0,61
MAP1S,197
BAZ2A,7
PHACTR2,43
RP3-405J10.3,1
RPL18,64
CSRNP2,21
COPZ1,1
LRMP,21
DDX23,1
HNRNPA1,33
CHST11,19
CASC18,1
PPP1R12A,243
RP11-437F6.1,1
NPIPA8,60
KRT78,17
PLEKHB1,24
POU6F1,1
RP11-1105G2.3,1
SART3,33
INPP4A,203
RPL6,72
CERS5,1
C1RL,21
CADM1,65
RHOT1,143
RP11-13A1.3,1
OR7E149P,1
BCAT2,60
KCTD20,47
LRTM2,15
CDK17,121
KMT2D,18
TPCN1,3
PA2G4,1
KIAA1586,184
DCN,23
NR4A1,17
RP1-74B13.2,1
BX000357.2,1
WIF1,19
LETMD1,50
FOXA1,1
PCED1B,39
TMBIM6,7
RP11-46I1.2,1
TNXB,568
CLEC1A,17
OTUB1,48
DDX31,54
L1CAM,217
CTD-2006C1.10,21
B4GALNT1,35
PABPN1L,43
RPH3A,22
NAP1L1,50
TOLLIP,43
RP11-860B13.1,1
KANSL2,1
COPS7A,25
TMBIM6,14
HLA-DMB,7
DRAM1,9
RP11-977G19.14,1
RP11-658F2.8,1
TMF1,258
SUDS3,95
TROAP,1
C16orf62,151
PPFIA2,289
XRCC6BP1,7
ACSF3,31
CTD-2021H9.3,11
AL662867.1,1
ERC1,20
RP11-286N22.8,40
PPP1R32,29
MON2,19
PRR13,26
C14orf79,45
C16orf93,79
CPM,3
PMFBP1,1
PRDM4,1
GPR133,51
RP11-263K4.3,1
AGER,32
LETMD1,43
RP1-197B17.3,1
RP11-58A17.3,1
PPP3CB,36
IFIT1,122
SLC8B1,17
WNT5B,29
LRP6,272
SCYL2,1
CCDC86,56
ATP2B1,1
SCYL2,9
VPS29,33
CTD-2384A14.1,1
MYRFL,151
KRT8,1
RP11-305O6.3,1
CCDC65,19
MPHOSPH9,13
ARF3,15
HIF1A,1
CLEC17A,41
FRS2,12
CCAR1,3
CSRNP2,1
AC132186.1,33
PRKAG1,20
ARHGAP23,42
RP11-597A11.4,1
AC127032.2,1
LRP10,64
AL021707.2,1
TBX3,1
RP11-567C2.1,1
TMBIM4,15
KIAA0430,343
LRIG3,1
HVCN1,1
TRHDE,1
PRSS54,55
FAM186B,32
SOCS2,1
OLR1,21
GYG2,62
ANKS1B,83
WDR83,19
YAF2,15
TCF4,102
PCSK5,340
PLCB2,57
CR759747.1,1
LTA,21
EFCAB11,1
AC138688.5,19
TSFM,59
CCDC12,64
RACGAP1,17
NR1H4,7
BTBD11,41
EN1,1
CA7,3
RP11-162P23.2,53
LRTOMT,36
NR4A1,29
RP11-114F3.2,1
FKBP11,9
KDM4C,170
ME1,98
FAIM2,25
CDK17,1
OS9,42
GAS2L3,1
AC019294.1,54
RP11-6B19.1,1
CACNB3,34
IZUMO3,70
C12orf79,29
RP11-753N8.1,1
RP1-90J4.2,1
RP11-1020M18.10,1
ZNF433,58
MDC1,48
CTB-193M12.1,1
TBC1D30,44
CES3,37
VEGFB,1
EPS8,17
NCKAP1L,1
EVL,69
CHERP,167
GABRB3,94
MTL5,47
TGIF1,36
BAZ2A,172
TAPBP,49
EDEM2,60
PXN,31
AL844213.6,1
MMAB,15
OR7E47P,1
RP11-977G19.10,17
RBFOX1,61
DCN,17
SLC6A15,1
MSH2,187
AC005086.1,1
ERC1,219
CCM2,81
NEU3,75
TCP11L2,3
RP11-536C10.12,1
CLPB,41
CR759815.2,3
CR774188.1,1
MGAM,268
LETMD1,11
IQCD,112
RP1-34M23.5,1
ZNF606,9
RP11-6B19.3,1
CORO1C,30
P2RX5,1
FAR2,7
CR759772.1,1
MAPKAPK5,109
CPSF6,11
KIRREL3-AS1,1
AQP2,32
KANSL2,21
HVCN1,19
CYP21A2,86
LACRT,21
TMPRSS5,1
VDR,100
PRICKLE1,29
GBA2,152
BX927220.6,1
RAPGEF3,15
TMCC3,49
KIAA1033,5
SENP1,29
LETMD1,75
SPRYD3,1
KCNH3,1
RP11-221N13.2,1
BICD1,19
BICD1,19
RP11-70F11.7,1
RP11-530C5.1,1
RP11-554E23.2,1
ARHGEF7,37
DNA2,187
RBMS2,11
CTDSP2,19
C6orf48,25
POC1B,11
RACGAP1,41
DTX3,27
RAB5B,13
RP11-314P15.2,1
BTNL2,27
SLC48A1,7
DPF3,91
CTD-2384A14.2,1
GLI1,151
CADM1,15
TRAF1,64
PPHLN1,60
HEATR5A,21
REXO2,55
KIAA1328,103
DNM1L,15
RP11-611E13.2,1
A2ML1,24
CTD-2311B13.2,1
ZNF26,27
LRTOMT,18
SP1,17
HNF1A,1
CS,74
PRB2,1
AC093847.1,1
RP11-121G22.3,1
NOVA1-AS1,1
RP1-228P16.5,23
CCNT1,1
CENPJ,308
RP11-361A23.1,1
WDR83,1
PPFIA2,23
SEPHS1,49
RP11-474C8.3,1
METTL1,33
KIAA0430,343
ZNF844,26
RP11-474C8.4,1
CRIP1,9
RP11-61A14.1,1
SYT7,41
RPLP0,53
RP11-293I14.2,26
MYL2,38
ZDHHC17,5
OSBPL8,173
PDE2A,3
TROAP,59
RP11-611E13.3,1
HHAT,62
RP5-1057I20.2,1
TMEM117,25
CYB561A3,5
UBE2L3,39
CLSTN3,33
GLT8D2,1
TROAP,18
ZNF500,91
PPME1,29
PRKAG1,1
DMXL2,515
RP11-554L12.3,1
GFRA1,64
MTA1,15
RPH3A,11
RP11-362K2.2,23
KANSL2,35
KRT7,1
CCR8,49
RPH3A,30
UNC13C,481
TUBA1A,74
SPATS2,17
ZNF727,129
DUSP6,1
CPNE8,1
PHB2,23
ANAPC7,27
ZNF433,11
SARNP,64
G2E3,1
COQ7,38
PSORS1C1,13
METTL3,48
CS,35
PIGT,95
NAP1L1,93
PMEL,37
SLC38A4,28
ALG10B,15
EPS8,15
AP4S1,33
C10orf118,138
RACGAP1,62
PLEKHB1,23
RP11-1220K2.2,67
TSPAN31,15
KRT126P,1
BRSK2,84
SKIV2L,205
ZDHHC17,5
CD63,33
RP11-478B9.2,1
RP11-377D9.3,1
SENP1,1
ACTR6,25
RPS6KC1,162
CAMKK2,17
RP5-1096D14.3,1
MYL6,1
ASPG,1
TGIF1,23
AC217779.2,61
AL844213.10,11
WNT5B,60
SLC25A3,1
SLC11A2,7
EIF4B,64
RP11-626P14.2,1
ERBB3,23
RP11-707G14.8,1
RP11-76E16.2,1
IKZF4,103
MYL6,29
FAM132B,78
COL4A1,79
PAWR,1
C14orf79,1
PRRC2A,409
ANKS1B,1
RP11-295G12.1,1
SYT1,11
MFSD5,63
AL662831.2,1
RP11-248E9.5,1
ZNF606,89
ATF6B,51
KANSL2,44
TNXB,36
CCDC42B,1
RP11-169D4.2,1
UBE4A,101
SMARCC2,238
METAP2,103
SCYL2,21
PARD3,192
RP11-603J24.17,1
RP11-722P11.4,1
C12orf73,15
TMBIM6,1
MYNN,119
KIAA0430,1
RP11-114F3.5,1
RIC8B,13
AL662822.10,1
RP11-626I20.1,1
VARSL,154
IRAK4,16
ASUN,44
TUBB4BP1,1
SLC22A10,45
MDH1,71
C2CD5,29
RP11-25I15.2,1
BLOC1S5,46
C6orf205,19
CACNB3,17
RP1-46F2.3,1
SLC44A4,101
CNPY2,21
CR759828.1,1
USP15,34
PHB2,71
PEX5,11
LMBR1L,9
LETMD1,37
RP11-778J16.2,1
MARK2,25
KRT5,52
PPP1R12A,257
AL080274.1,1
SPATS2,11
C12orf54,17
FAM186A,444
RP11-754I20.2,1
CAND1,233
CUX2,1
AL360078.1,1
RP11-554D14.6,1
C4A,313
EVI2B,64
MARCH10,175
YAF2,20
FKBP10,57
MARS,13
ARSA,57
RP11-955H22.4,1
RP11-212D19.4,31
RP11-977B10.2,1
IBA57,31
ANAPC15,1
ARHGDIB,42
CR759912.8,1
RP11-667M19.2,1
FCRLA,41
RP11-478B9.1,1
KCNC2,1
RPL6,50
TIAM2,13
IFT81,107
UBR1,1
TMEM116,32
CLIP1,285
CTDSP2,25
NDUFB10,43
FAR2,11
NOP2,54
NLRC5,15
LAMTOR1,22
C22orf24,31
